Rank	Title	Status	Study Results	Conditions	Interventions	Locations	URL
2034	A Randomized, Double-Blinded, Placebo-Controlled Study of Sorafenib in Patients With Advanced Hepatocellular Carcinoma	Completed	Has Results	Carcinoma, Hepatocellular	Drug: Sorafenib (Nexavar, BAY43-9006)|Drug: Placebo	Hefei, Anhui, China|Guangzhou, Guangdong, China|Guangzhou, Guangdong, China|Wuhan, Hubei, China|Nanjing, Jiangsu, China|Nanjing, Jiangsu, China|Dalian, Liaoning, China|Dalian, Liaoning, China|Hangzhou, Zhejiang, China|Beijing, China|Beijing, China|Chongqing, China|Shanghai, China|Shanghai, China|Tianjin, China|Seoul, Seoul Teugbyeolsi, Korea, Republic of|Daegu, Korea, Republic of|Seoul, Korea, Republic of|Changhua, Taiwan|Tainan, Taiwan|Taipei, Taiwan|Taipei, Taiwan|Taoyuan, Taiwan	https://ClinicalTrials.gov/show/NCT00492752
2035	Multimetabolic 18F-Fluorodeoxyglucose (FDG) and 18F-Fluorocholine (FCH) Positron Emission Tomography (PET) as an Early Predictive Factor of Overall Survival in Patients With Advanced Hepatocellular Carcinoma Treated With Sorafenib	Unknown status	No Results Available	Carcinoma, Hepatocellular	Other: FDG Positron Emission Tomography|Other: FCH Positron Emission Tomography	Emilie REDERSTORFF, Dijon, France	https://ClinicalTrials.gov/show/NCT02847468
2036	A Study of Atezolizumab Plus Bevacizumab Versus Active Surveillance as Adjuvant Therapy in Patients With Hepatocellular Carcinoma at High Risk of Recurrence After Surgical Resection or Ablation	Active, not recruiting	No Results Available	Carcinoma, Hepatocellular	Drug: Atezolizumab|Drug: Bevacizumab	Kaiser Permanente Los Angeles, Los Angeles, California, United States|Mercy Medical Center, Baltimore, Maryland, United States|Henry Ford Health System, Detroit, Michigan, United States|Columbia University Medical Center, New York, New York, United States|Thomas Jefferson University, Philadelphia, Pennsylvania, United States|Tennessee Oncology; Sarah Cannon Research Institute, Nashville, Tennessee, United States|The University of Texas Southwestern Medical Center at Dallas, Dallas, Texas, United States|MD Anderson Cancer Center, Houston, Texas, United States|Swedish Cancer Institute - Edmonds Campus, Edmonds, Washington, United States|Swedish Cancer Institute - Issaquah, Issaquah, Washington, United States|Swedish Cancer Inst., Seattle, Washington, United States|St Vincent's Hospital Sydney, Darlinghurst, New South Wales, Australia|Riverina Cancer Care Centre, Wagga Wagga, New South Wales, Australia|Lkh-Univ. Klinikum Graz, Graz, Austria|Klinikum Klagenfurt am Wörtersee; Abt.Gastroenterologie&Hepatologie,Endokrinologie, Klagenfurt, Austria|Medizinische Universität Wien; Univ.Klinik für Innere Medizin III - Gastroenterologie & Hepatologie, Wien, Austria|Imeldaziekenhuis, Bonheiden, Belgium|AZ Delta (Campus Rumbeke), Roeselare, Belgium|Hospital Sao Rafael - HSR, Salvador, BA, Brazil|Sociedade beneficente de senhoras Hospital Sirio Libanes, Brasilia, DF, Brazil|Hospital do Cancer UOPECCAN; Pesquisa Clínica, Cascavel, PR, Brazil|Hospital das Clinicas - UFRGS, Porto Alegre, RS, Brazil|Faculdade de Medicina de Ribeirão Preto - Universidade de Sao Paulo, Ribeirao Preto, SP, Brazil|Hospital Alemao Oswaldo Cruz; Oncologia, Sao Paulo, SP, Brazil|Gordon & Leslie Diamond Health Care Centre, Vancouver, British Columbia, Canada|McGill University Health Centre - Glen Site, Montreal, Quebec, Canada|Peking Union Medical College Hospital, Beijing City, China|Cancer Hospital Chinese Academy of Medical Sciences., Beijing, China|Beijing Cancer Hospital, Beijing, China|Affiliated Hospital of Bengbu Medical College, Bengbu, China|The First Hospital of Jilin University, Changchun City, China|West China Hospital, Sichuan University, Chengdu, China|Daping Hospital of Third Military Medical University, Chongqing, China|The Second Affiliated Hospital of Dalian Medical University, Dalian, China|Mengchao Hepatobiliary Hospital Of Fujian Medical University, Fuzhou City, China|Fujian Cancer Hospital, Fuzhou, China|Cancer Center of Guangzhou Medical University, Guangzhou, China|Sun Yet-sen University Cancer Center, Guangzhou, China|Zhujiang Hospital, Southern Medical University, Guangzhou, China|Nanfang Hospital, Southern Medical University, Guangzhou, China|Zhejiang Cancer Hospital; Zhejiang Cancer Hospital cancer department, Hangzhou City, China|Harbin Medical University Cancer Hospital, Harbin, China|Anhui Province Cancer Hospital, Hefei, China|Anhui Provincial Hospital, Hefei, China|The Second Affiliated Hospital of Anhui Medical University, Hefei, China|Shandong Cancer Hospital, Jinan, China|The 81st Hospital of P.L.A., Nanjing City, China|Nanjing Drum Tower Hospital, the Affiliated Hospital of Nanjing University Medical School, Nanjing City, China|Zhongda Hospital Affiliated to Southeast University, Nanjing, China|Guangxi Cancer Hospital of Guangxi Medical University, Nanning, China|The First Affiliate Hospital of Guangxi Medical University, Nanning, China|Zhongshan Hospital Fudan Unvierstiy, Shanghai City, China|Huashan Hospital Affiliated to Fudan University, Shanghai City, China|Fudan University Shanghai Cancer Center, Shanghai City, China|Renji Hospital Affiliated to Shanghai Jiao Tong University School of Medicine, Shanghai, China|The First Affiliated Hospital of China Medical University, Shenyang City, China|Shengjing Hospital of China Medical University, ShenYang, China|Tianjin Cancer Hospital, Tianjin, China|The Tumor Hospital of Xinjiang Medical University, Urumqi, China|Wuhan Union Hospital Tongji Medical College, Huazhong University of Science and Technology, Wuhan City, China|Renmin Hospital of Wuhan University, Wuhan, China|Zhongnan Hospital of Wuhan University, Wuhan, China|Hubei Cancer Hospital, Wuhan, China|Northern Jangsu People's Hospital, Yangzhou City, China|Clinica CIMCA, San José, Costa Rica|Fakultni nemocnice Brno; Interni hematologicka a onkologicka klinika, Brno, Czechia|Fakultni Thomayerova Nemocnice; Onkologicke Oddeleni, Praha, Czechia|Hopital Jean Minoz; Oncologie, Besancon, France|Hôpital Avicenne - Groupement Hospitalier Universitaire Paris Seine St Denis; Service d'Hépatologie, Bobigny Cedex, France|Hôpital Albert Michallon, La Tronche, France|Fondation Hopital Saint Joseph; Gastro-Enterologie, Marseille, France|CHU Bordeaux - Hôpital Haut-Lévêque; Service d'Hépato-Gastroentérologie et d Oncologie digestive, Pessac, France|Hopital Robert Debre; Gastro Enterologie, Reims, France|Hopital de Pontchaillou; Service Hepato Gastro Enterologie, Rennes, France|CHU de Toulouse - Hôpital Rangueil, Toulouse Cedex 09, France|Hopitaux de Brabois - Gastro-Entereologie, Vandoeuvre-les-nancy, France|Universitätsklinikum Bonn, Medizinische Klinik und Poliklinik I.; Onkologische Gastroenterologie, Bonn, Germany|Klinik Johann Wolfgang von Goethe Uni; Zentrum der Inneren Medizin; Medizinische Klinik I, Frankfurt, Germany|Klinikum der Uni Regensburg; Klinik f.Innere Medizin I Abt. Hämatologie und Internistische Onkologie, Regensburg, Germany|Universitätsklinikum Ulm; Zentrum für Innere Medizin Klinik für Innere Medizin I, Ulm, Germany|Queen Mary Hospital; Dept. Of Haematology & Oncology, Hong Kong, Hong Kong|Prince of Wales Hospital; Department of Clinical Onocology, Shatin, Hong Kong|Ospedale Regionale Di Parma; Divisione Di Oncologia Medica, Parma, Emilia-Romagna, Italy|Ospedale Maggiore Policlinico; U.O.C. di Oncologia Medica, Milano, Lombardia, Italy|Asst Santi Paolo E Carlo, Milano, Lombardia, Italy|Azlenda Ospendaliero-Universitaria Pisana; C.O. Oncologia 2, Pisa, Toscana, Italy|Chiba University Hospital, Chiba, Japan|Ehime Prefectural Central Hospital, Ehime, Japan|Hiroshima University Hospital, Hiroshima, Japan|Sapporo Kosei General Hosopital, Hokkaido, Japan|Hyogo College of Medicine Hospital, Hyogo, Japan|Japanese Red Cross Society Himeji Hospital, Hyogo, Japan|Kanazawa University Hospital, Ishikawa, Japan|Yokohama City University Medical Center, Kanagawa, Japan|Kanagawa Cancer Center, Kanagawa, Japan|Kitasato University Hospital, Kanagawa, Japan|Kumamoto University Hospital, Kumamoto, Japan|Osaka Red Cross Hospital, Osaka, Japan|Kindai University Hospital, Osaka, Japan|Tokushima University Hospital, Tokushima, Japan|Toranomon Hospital, Tokyo, Japan|The University of Tokyo Hospital, Tokyo, Japan|Japanese Red Cross Musashino Hospital, Tokyo, Japan|Pusan National University Hospital, Busan, Korea, Republic of|Kyungpook National University Hospital, Daegu, Korea, Republic of|CHA Bundang Medical Center, Gyeonggi-do, Korea, Republic of|Ajou University Medical Center, Gyeonggi-do, Korea, Republic of|Seoul National University Bundang Hospital, Seongnam-si, Korea, Republic of|Seoul National University Hospital, Seoul, Korea, Republic of|Severance Hospital, Yonsei University Health System, Seoul, Korea, Republic of|Asan Medical Center, Seoul, Korea, Republic of|Gangnam Severance Hospital, Seoul, Korea, Republic of|Samsung Medical Center, Seoul, Korea, Republic of|Seoul St Mary's Hospital, Seoul, Korea, Republic of|Borame Medical Center, Seoul, Korea, Republic of|Ulsan University Hosiptal, Ulsan, Korea, Republic of|Centro Medico Dalinde, Cdmx, Mexico CITY (federal District), Mexico|Christus Muguerza Clinica Vidriera, Monterrey, Nuevo LEON, Mexico|Oaxaca Site Management Organization, Oaxaca, Mexico|Maastricht University Medical Center, Maastricht, Netherlands|Auckland City Hospital, Auckland, New Zealand|Clínica San Gabriel; Unidad de Investigación Oncológica de la Clínica San Gabriel, Lima, Peru|Instituto Nacional de Enfermedades Neoplasicas, Lima, Peru|Narodowy Instytut Onkologii im. M. Sklodowskiej-Curie; Klinika Gastroenterologii Onkologicznej, Warszawa, Poland|Group of companies "Medci", Moskva, Moskovskaja Oblast, Russian Federation|Clinical hospital #1, FBHI Volga district medical center, Federal Medical and Biological Agency, Nizhny Novgorod, Niznij Novgorod, Russian Federation|First Moscow State Medical University n.a. I.M. Sechenov, Moscow, Russian Federation|Russian Scientific Center of Radiology and Surgical Technologies; Dept of Radiology, St.Petersburg, Pesochny, Russian Federation|National Cancer Centre, Singapore, Singapore|Tan Tock Seng Hospital; Oncology, Singapore, Singapore|Hospital Universitario Puerta de Hierro, Majadahonda, Madrid, Spain|Hospital Universitario Infanta Cristina; Servicio de Oncologia, Badajoz, Spain|Hospital General Universitario Gregorio Marañon; Servicio de Oncologia, Madrid, Spain|Changhua Christian Hospital, Chang Hua, Taiwan|Kaohsiung Medical University Chung-Ho Memorial Hospital, Kaohsiung City, Taiwan|National Taiwan Uni Hospital; Dept of Oncology, Taipei, Taiwan|Taipei Veterans General Hospital; Gastroenterology Division, Taipei, Taiwan|Chang Gung Medical Foundation - Linkou; Dept. of Hepato-Gastroenterology, Taoyuan, Taiwan|Rajavithi Hospital; Division of Medical Oncology, Bangkok, Thailand|Siriraj Hospital; Medical Oncology Unit, Bangkok, Thailand|Chiang Rai Prachanukroh Hospital; Department Of Medicine, Chiang Rai, Thailand|Chulabhorn Hospital; Medical Oncology, Lak Si, Thailand|Adana Baskent University Hospital; Medical Oncology, Adana, Turkey	https://ClinicalTrials.gov/show/NCT04102098
2037	A Safety, Tolerability, and Pharmacokinetics Study of Onartuzumab as Single Agent or in Combination With Sorafenib in Participants With Advanced Hepatocellular Carcinoma	Completed	No Results Available	Carcinoma, Hepatocellular	Drug: Onartuzumab|Drug: Sorafenib	Sarasota, Florida, United States|Baltimore, Maryland, United States|New York, New York, United States|Nashville, Tennessee, United States|Houston, Texas, United States|Pokfulam, Hong Kong|Singapore, Singapore|Singapore, Singapore|Tainan, Taiwan|Taipei, Taiwan	https://ClinicalTrials.gov/show/NCT01897038
2038	Nexavar-Tarceva Combination Therapy for First Line Treatment of Patients Diagnosed With Hepatocellular Carcinoma	Completed	Has Results	Carcinoma, Hepatocellular	Drug: Sorafenib (Nexavar, BAY43-9006)|Drug: Erlotinib (Tarceva)|Drug: Placebo	San Francisco, California, United States|Washington, District of Columbia, United States|Gainesville, Florida, United States|Miami, Florida, United States|Atlanta, Georgia, United States|Honolulu, Hawaii, United States|Maywood, Illinois, United States|Westwood, Kansas, United States|Louisville, Kentucky, United States|New Orleans, Louisiana, United States|Baltimore, Maryland, United States|Boston, Massachusetts, United States|Boston, Massachusetts, United States|Worcester, Massachusetts, United States|Detroit, Michigan, United States|Minneapolis, Minnesota, United States|New York, New York, United States|Rochester, New York, United States|Valhalla, New York, United States|Charlotte, North Carolina, United States|Philadelphia, Pennsylvania, United States|Houston, Texas, United States|Seattle, Washington, United States|Randwick, New South Wales, Australia|Brisbane, Queensland, Australia|Herston, Queensland, Australia|Clayton, Victoria, Australia|Melbourne, Victoria, Australia|Nedlands, Western Australia, Australia|Wien, Austria|Bruxelles - Brussel, Belgium|Edegem, Belgium|Gent, Belgium|Kortrijk, Belgium|La Louviere, Belgium|Leuven, Belgium|Liege, Belgium|Belo Horizonte, Minas Gerais, Brazil|Porto Alegre, Rio Grande Do Sul, Brazil|São Paulo, Sao Paulo, Brazil|Rio de Janeiro, Brazil|Sao Paulo, Brazil|Sao Paulo, Brazil|Plovdiv, Bulgaria|Sofia, Bulgaria|Varna, Bulgaria|Varna, Bulgaria|Edmonton, Alberta, Canada|Montreal, Quebec, Canada|Santiago, Chile|Santiago, Chile|Guangzhou, Guangdong, China|Nanjing, Jiangsu, China|Hangzhou, Zhejiang, China|Beijing, China|Beijing, China|Floridablanca, Colombia|Medellín, Colombia|Bordeaux, France|Clichy, France|Creteil, France|La Roche Sur Yon, France|Lille, France|Lyon, France|Marseille, France|Paris, France|Pessac, France|Vandoeuvre-les-nancy, France|Villejuif, France|Freiburg, Baden-Württemberg, Germany|Tübingen, Baden-Württemberg, Germany|München, Bayern, Germany|Regensburg, Bayern, Germany|Frankfurt, Hessen, Germany|Hannover, Niedersachsen, Germany|Essen, Nordrhein-Westfalen, Germany|Köln, Nordrhein-Westfalen, Germany|Mainz, Rheinland-Pfalz, Germany|Homburg, Saarland, Germany|Berlin, Germany|Athens, Greece|Larissa, Greece|Thessaloniki, Greece|Thessaloniki, Greece|Hong Kong, Hong Kong|Shatin, Hong Kong|Beer Sheva, Israel|Haifa, Israel|Petah Tikva, Israel|Rehovot, Israel|Zrifin, Israel|Milano, Lombardia, Italy|Goyang-si, Gyeonggido, Korea, Republic of|Seoul, Korea, Republic of|Seoul, Korea, Republic of|Seoul, Korea, Republic of|Seoul, Korea, Republic of|Auckland, New Zealand|Christchurch, New Zealand|Wellington South, New Zealand|Lima, Peru|Lima, Peru|Bydgoszcz, Poland|Gdansk, Poland|Gliwice, Poland|Warszawa, Poland|Barnaul, Russian Federation|Moscow, Russian Federation|Nizhny Novgorod, Russian Federation|Singapore, Singapore|Singapore, Singapore|Johannesburg, Gauteng, South Africa|Cape Town, Western Cape, South Africa|Hospitalet de Llobregat, Barcelona, Spain|Barcelona, Spain|Lugo, Spain|Madrid, Spain|Santander, Spain|Valencia, Spain|Valencia, Spain|Tainan, Taiwan|Taipei, Taiwan|Taoyuan, Taiwan|Sheffield, South Yorkshire, United Kingdom|Glasgow, United Kingdom|London, United Kingdom|Newcastle Upon Tyne, United Kingdom	https://ClinicalTrials.gov/show/NCT00901901
2039	Study of SECOX Versus Sorafenib as First-Line Treatment in Patients With Advanced Hepatocellular Carcinoma (HCC)	Completed	No Results Available	Carcinoma, Hepatocellular|Secondary	Drug: Sorafenib|Drug: Capecitabine|Drug: Oxaliplatin	Queen Mary Hospital, Hong Kong, Hong Kong	https://ClinicalTrials.gov/show/NCT02716766
2040	Combination of Transcatheter Arterial Chemoembolization (TACE) and Sorafenib for Patients With Unresectable Hepatocellular Carcinoma (HCC)	Completed	No Results Available	Carcinoma, Hepatocellular	Procedure: TACE (Transcatheter Arterial Chemoembolization )	National Cancer Center, Seoul, Korea, Republic of	https://ClinicalTrials.gov/show/NCT00919009
2041	A Trial of Thymalfasin in Adult Patients With Hepatocellular Carcinoma	Completed	No Results Available	Carcinoma, Hepatocellular	Drug: Thymalfasin (thymosin alpha-1)|Procedure: Trans arterial chemoembolization (TACE)	California Pacific Medical Center, San Francisco, California, United States|University of Florida, Gainesville, Florida, United States|William Beaumont Hospital, Royal Oak, Michigan, United States|Columbia University, New York, New York, United States|Metropolitan Research, Fairfax, Virginia, United States	https://ClinicalTrials.gov/show/NCT00082082
2042	Phase I/II Comparison of Efficacy and Safety of BIBF 1120 and Sorafenib in Patients With Advanced Hepatocellular Carcinoma	Completed	Has Results	Carcinoma, Hepatocellular	Drug: Sorafenib|Drug: BIBF 1120	1199.37.43001 Boehringer Ingelheim Investigational Site, Wien, Austria|1199.37.43002 Boehringer Ingelheim Investigational Site, Wien, Austria|1199.37.33001 Boehringer Ingelheim Investigational Site, Paris, France|1199.37.33002 Boehringer Ingelheim Investigational Site, Paris, France|1199.37.49008 Boehringer Ingelheim Investigational Site, Berlin, Germany|1199.37.49009 Boehringer Ingelheim Investigational Site, Erlangen, Germany|1199.37.49002 Boehringer Ingelheim Investigational Site, Freiburg, Germany|1199.37.49001 Boehringer Ingelheim Investigational Site, Hannover, Germany|1199.37.49010 Boehringer Ingelheim Investigational Site, Heidelberg, Germany|1199.37.49005 Boehringer Ingelheim Investigational Site, Jena, Germany|1199.37.49004 Boehringer Ingelheim Investigational Site, Magdeburg, Germany|1199.37.49003 Boehringer Ingelheim Investigational Site, München, Germany|1199.37.49006 Boehringer Ingelheim Investigational Site, Tübingen, Germany|1199.37.36001 Boehringer Ingelheim Investigational Site, Debrecen, Hungary|1199.37.31002 Boehringer Ingelheim Investigational Site, Leiden, Netherlands|1199.37.31001 Boehringer Ingelheim Investigational Site, Utrecht, Netherlands|1199.37.48002 Boehringer Ingelheim Investigational Site, Olsztyn, Poland|1199.37.48003 Boehringer Ingelheim Investigational Site, Warsaw, Poland|1199.37.48001 Boehringer Ingelheim Investigational Site, Warszawa, Poland|1199.37.40002 Boehringer Ingelheim Investigational Site, Bucharest, Romania|1199.37.40003 Boehringer Ingelheim Investigational Site, Cluj-Napoca, Romania|1199.37.44001 Boehringer Ingelheim Investigational Site, Edgbaston, Birmingham, United Kingdom|1199.37.44005 Boehringer Ingelheim Investigational Site, Glasgow, United Kingdom|1199.37.44008 Boehringer Ingelheim Investigational Site, Liverpool, United Kingdom|1199.37.44002 Boehringer Ingelheim Investigational Site, London, United Kingdom|1199.37.44003 Boehringer Ingelheim Investigational Site, London, United Kingdom|1199.37.44006 Boehringer Ingelheim Investigational Site, Manchester, United Kingdom|1199.37.44004 Boehringer Ingelheim Investigational Site, Nottingham, United Kingdom	https://ClinicalTrials.gov/show/NCT01004003
2043	A Study of Hypoxia-inducible Factor 1a (HIF1A) Messenger Ribonucleic Acid (mRNA) Antagonist (RO7070179), to Demonstrate Proof-of-mechanism in Adult Participants With Hepatocellular Carcinoma (HCC)	Completed	No Results Available	Carcinoma, Hepatocellular	Drug: RO7070179	Indiana University, Indianapolis, Indiana, United States|Laura and ISAAC Perlmutter Cancer Center at NYU Langone., New York, New York, United States|NYU Langone Medical Center; Bellevue Hospital, New York, New York, United States|Weill Cornell Medical College, New York, New York, United States|Columbia University Medical Center, New York, New York, United States|Gabrail Cancer Center, Canton, Ohio, United States|Ohio State University, Columbus, Ohio, United States	https://ClinicalTrials.gov/show/NCT02564614
2044	Durvalumab (MEDI4736) and Tremelimumab in Combination With Either Y-90 SIRT or TACE for Intermediate Stage HCC With Pick-the-winner Design	Recruiting	No Results Available	Hepatocellular Carcinoma Non-resectable	Drug: Tremelimumab|Drug: Durvalumab|Procedure: Y-90 SIRT|Procedure: TACE	Hannover Medical School, Hanover, Germany|Universtitätsklinikum Schleswig-Holstein Campus Lübeck, Lübeck, Germany	https://ClinicalTrials.gov/show/NCT04522544
2045	A Dose-Finding and Exploratory Study of RO5323441 in Combination With Sorafenib in Patients With Hepatocellular Carcinoma	Completed	No Results Available	Carcinoma, Hepatocellular	Drug: RO5323441|Drug: sorafenib	Singapore, Singapore|Singapore, Singapore	https://ClinicalTrials.gov/show/NCT01308723
2046	Oral Vitamin D Treatment for the Prevention of Hepatocellular Carcinoma	Not yet recruiting	No Results Available	Hepatitis B|Carcinoma, Hepatocellular	Drug: Vitamin D3		https://ClinicalTrials.gov/show/NCT02779465
2047	Safety And Efficacy Of Irinotecan Plus Capecitabine As First-Line Treatment In Asian Subjects With Hepatocellular Carcinoma	Completed	No Results Available	Carcinoma, Hepatocellular	Drug: Irinotecan plus capecitabine	Pfizer Investigational Site, Shanghai, China|Pfizer Investigational Site, Hong Kong SAR, Hong Kong|Pfizer Investigational Site, Seoul, Korea, Republic of|Pfizer Investigational Site, Seoul, Korea, Republic of|Pfizer Investigational Site, Seoul, Korea, Republic of|Pfizer Investigational Site, Seoul, Korea, Republic of|Pfizer Investigational Site, Keelung, Taiwan|Pfizer Investigational Site, Taipei, Taiwan|Pfizer Investigational Site, Taipei, Taiwan	https://ClinicalTrials.gov/show/NCT00635323
2048	Efficacy Study of TACE to Treat Hepatocellular Carcinoma After Operation	Unknown status	No Results Available	Carcinoma, Hepatocellular|Neoplastic Cells, Circulating	Procedure: TACE|Drug: Epirubicin|Drug: lipiodol	Sun Yat-Sen University Cancer Center, Guangzhou, Guangdong, China|Nantong Tumor Hospital, Nantong, Jiangsu, China|The First Affiliated Hospital of Soochow University, Soochow, Jiangsu, China|Eastern Hepatobiliary Surgery Hospital, Second Military Medical University, Shanghai, Shanghai, China|Xinhua Hospital, Affliated with Shanghai Jiao Tong University, School of Medicine, Shanghai, Shanghai, China|Zhongshan hospital, Fudan University, Shanghai, Shanghai, China	https://ClinicalTrials.gov/show/NCT02631499
2049	Cabozantinib in Hepatocellular Carcinoma	Recruiting	No Results Available	HCC	Drug: Cabozantinib	Department of Clinical Oncology, Prince of Wales Hospital, Hong Kong, Hong Kong|ASAN Medical Center, Seoul, Korea, Republic of	https://ClinicalTrials.gov/show/NCT04588051
2050	Safety and Efficacy of Arsenic Trioxide Contained in TACE in the Treatment of HCC	Unknown status	No Results Available	Carcinoma, Hepatocellular	Drug: TACE containing As2O3|Drug: TACE containing placebo	Sun Yat-sen University Cancer Center, Guangzhou, Guangdong, China|Zhongda Hospital Southeast University, Nanjing, Jiangsu, China|The First Hospital of China Medical University, Shenyang, Liaoning, China|Xijing Hospital，Fourth Military Medical University, Xi'an, Shaanxi, China|Zhongshan Hospital Fudan University, Shanghai, China	https://ClinicalTrials.gov/show/NCT02018757
2051	Sorafenib Plus Tegafur-uracil (UFT) Versus Sorafenib as First Line Systemic Treatment for Patients With Advanced Stage HCC, Unresectable & Not Eligible for Local Ablation and/or TACE	Terminated	No Results Available	Advanced Hepatocellular Carcinoma	Drug: Sorafenib|Drug: sorafenib plus tegafur-uracil	Ain shams university, Cairo, Egypt|Cairo University Hospitals, Cairo, Egypt|National cancer institute, Cairo, Egypt|NHTMRI, Cairo, Egypt|National Liver Institute, Monofeiya, Egypt	https://ClinicalTrials.gov/show/NCT01539018
2052	Stereotactic Body Radiotherapy for Hepatocellular Carcinoma, and Intrahepatic Cholangiocarcinoma	Completed	No Results Available	Carcinoma, Hepatocellular|Intrahepatic Cholangiocarcinoma	Radiation: Stereotactic radiation	Washington University School of Medicine, St. Louis, Missouri, United States	https://ClinicalTrials.gov/show/NCT01668134
2053	Can Quantitative MRI After cTACE Help Predict Survival ?	Completed	No Results Available	Hepatocellular Carcinoma (HCC)	Other: MRI post-TACE	Medical College of Wisconsin/Froedtert Memorial Lutheran Hospital, Milwaukee, Wisconsin, United States	https://ClinicalTrials.gov/show/NCT02173119
2054	Diagnostic Significance of Single Center, Open and Prospective Evaluation of <Sup>18<Sup>F-FDG PET/CT Dynamic Imaging and Genomic Sequencing in Detecting Metastatic Lesions of Primary Hepatocellular Carcinoma	Recruiting	No Results Available	Positron-Emission Tomography|Carcinoma, Hepatocellular	Diagnostic Test: PET/CT dynamic scan	Hongjun Jin, Zhuhai, Guangzhou, China	https://ClinicalTrials.gov/show/NCT03636607
2055	Gemcitabine, Oxaliplatin, Tarceva &/or Cisplatin in HCC & Biliary Tree Cancers	Terminated	Has Results	Hepatocellular Carcinoma|Cholangiocellular Carcinoma|Cholangiocarcinoma of the Extrahepatic Bile Duct|Bile Duct Cancer|Periampullary Adenocarcinoma|Gallbladder Cancer|Extrahepatic Bile Duct Cancer	Drug: Cisplatin|Drug: Erlotinib|Drug: Gemcitabine	California Pacific Medical Center, San Francisco, California, United States|University of New Mexico Cancer Center, Albuquerque, New Mexico, United States	https://ClinicalTrials.gov/show/NCT00832637
2056	Oxaliplatin + 5-FluoroUracil/LeucoVorin (5-FU/LV) (FOLFOX4) Versus Doxorubicin as Palliative Chemotherapy in Advanced Hepatocellular Carcinoma Patients	Completed	No Results Available	Carcinoma, Hepatocellular	Drug: Oxaliplatin + 5-Fluorouracil/Leucovorin|Drug: Doxorubicin	Sanofi-Aventis Administrative Office, Shanghai, China|Sanofi-Aventis Administrative Office, Seoul, Korea, Republic of|Sanofi-Aventis Administrative Office, Taipei, Taiwan|Sanofi-Aventis Administrative Office, Bangkok, Thailand	https://ClinicalTrials.gov/show/NCT00471965
2057	Chronic Hepatitis B Virus Infection in Zambia	Recruiting	No Results Available	HBV|Fibrosis, Liver|Cirrhosis, Liver|Alcoholic Hepatitis|Hepatocellular Carcinoma|Hepatitis, Delta	Other: Standard of care	Tropical Gastroenterology and Nutrition Group, Lusaka, Zambia	https://ClinicalTrials.gov/show/NCT03158818
2058	TACE for HCC by TANDEM and Idarubicin	Completed	No Results Available	Hepatocellular Carcinoma (HCC)	Drug: Transarterial chemoembolization using TANDEM and idarubicin	Uhmontpellier, Montpellier, France	https://ClinicalTrials.gov/show/NCT03349957
2059	Pembrolizumab in Hepatocellular Carcinoma	Recruiting	No Results Available	HCC	Drug: pembrolizumab	Department of Clinical Oncology, Prince of Wales Hospital, Hong Kong, Hong Kong	https://ClinicalTrials.gov/show/NCT03419481
2060	Netrin-1 & Hepatocellular Carcinoma HCC	Recruiting	No Results Available	HCC	Procedure: Quantification of netrin-1 signals by antibody-based approaches	Hepatogastroenterology service of the Croix-Rousse Hospital, Lyon, France	https://ClinicalTrials.gov/show/NCT04766736
