"Rank","Title","Status","Study Results","Conditions","Interventions","Locations","URL"
48,"Xeloxiri as First-line Treatment in Patients With Advanced Unresectable Pancreatic Adenocarcinoma","Completed","No Results Available","Pancreatic Adenocarcinoma","Drug: Capecitabine|Drug: Oxaliplatin|Drug: Irinotecan","Queen Mary Hospital, The University of Hong Kong, Hong Kong, Hong Kong","https://ClinicalTrials.gov/show/NCT01558869"
49,"Stereotactic Radiotherapy + Anti PD-1 Therapy in Patients With Locally Advanced Unresectable Pancreatic Adenocarcinoma","Active, not recruiting","No Results Available","Locally Advanced Unresectable Pancreatic Adenocarcinoma","Drug: Nivolumab|Radiation: Stereotactic radiotherapy","Klinika Onkologie a radioterapie, Fakultní nemocnice Hradec Králové, Hradec Králové, Czechia|Onkologická klinika, Fakultní nemocnice Olomouc, Olomouc, Czechia|Onkologická klinika, Thomayerova nemocnice, Praha, Czechia|Ústav radiační onkologie, Nemocnice Na Bulovce, Praha, Czechia","https://ClinicalTrials.gov/show/NCT04098432"
50,"LEE011 Plus Everolimus in Patients With Metastatic Pancreatic Adenocarcinoma Refractory to Chemotherapy","Active, not recruiting","No Results Available","Metastatic Pancreatic Adenocarcinoma","Drug: LEE011|Drug: Everolimus","Lombardi Comprehensive Cancer Center, Washington, District of Columbia, United States","https://ClinicalTrials.gov/show/NCT02985125"
51,"Phase II Study Of Neoadjuvant Chemotherapy In Borderline Resectable Pancreatic Adenocarcinoma","Withdrawn","No Results Available","Pancreatic Adenocarcinoma","Drug: Gemcitabine|Drug: Oxaliplatin|Drug: Erlotinib","University of Cincinnati, Cincinnati, Ohio, United States","https://ClinicalTrials.gov/show/NCT00728000"
52,"Phase II Study to Evaluate MAintenance Therapy With Olaparib or Selumetinib Plus Durvalumab According to BRCAness and KRAS Somatic Status Personalized in Metastatic Pancreatic Adenocarcinoma Patients","Recruiting","No Results Available","Metastatic Pancreatic Adenocarcinoma","Drug: Arm A - Olaparib|Drug: ARM B - durvalumab plus selumetinib|Drug: ARM C FOLFIRI","Institut Sainte Catherine, Avignon, France|CHRU Jean Minjoz, Besançon, France|Polyclinique Bordeaux Nord Aquitaine, Bordeaux, France|Centre François Baclesse, Caen, France|Hôpital Beaujon, Clichy, France|GHPSO Site de Creil, Creil, France|Centre Georges François Leclerc, Dijon, France|CHU Dijon, Dijon, France|CHU Grenoble Alpes Hôpital Michallon, Grenoble, France|Hôpital Franco-Britannique, Levallois-Perret, France|CHRU Lille, Lille, France|centre Léon Bérard, Lyon, France|Hôpital Privé Jean Mermoz, Lyon, France|Hôpital Saint Joseph Saint Luc, Lyon, France|CHU La Timone, Marseille, France|Hôpital Européen, Marseille, France|Institut Paoli Calmette, Marseille, France|Hôpital Nord Franche Comté, Montbéliard, France|GH Diaconesses Croix Saint Simon, Paris, France|Hôpital Européen Georges Pompidou, Paris, France|Hôpital Pitié Salpêtrière, Paris, France|Hôpital Saint Antoine, Paris, France|Institut Mutualiste Montsouris, Paris, France|CHU Poitiers, Poitiers, France|CHU Robert Debré, Reims, France|ICO Site de Saint Herblain, Saint-Herblain, France|Centre Paul Strauss, Strasbourg, France|CHU Toulouse IUCT Rangueil, Toulouse, France|Hôpital Trousseau, Tours, France","https://ClinicalTrials.gov/show/NCT04348045"
53,"The Study of Metastatic Pancreatic Adenocarcinoma","Completed","No Results Available","Metastatic Pancreatic Adenocarcinoma","Drug: S-1,Leucovorin,Oxaliplatin,Gemcitabine","National Taiwan University Hospital, Taipei, Taiwan","https://ClinicalTrials.gov/show/NCT01415713"
54,"First Line Treatment of Patients With Metastatic Pancreatic Adenocarcinoma.","Completed","No Results Available","Metastatic Pancreatic Adenocarcinoma","Drug: GEMBRAX|Drug: FOLFIRINOX","Institut regional du Cancer - Val d Aurelle, Montpellier, France","https://ClinicalTrials.gov/show/NCT01964287"
55,"Neoadjuvant CAPOXIRI Chemotherapy in the Treatment of Pancreatic Adenocarcinoma Protocol","Terminated","No Results Available","Metastatic Pancreatic Adenocarcinoma","Drug: Capecitabine, Oxaliplatin and Irinotecan (CAPOXIRI)","Mount Sinai Beth Israel, New York, New York, United States|St-Lukes Roosevelt Hospital Medical Center, New York, New York, United States|Beth Israel Comprehensive Care Center, New York, New York, United States","https://ClinicalTrials.gov/show/NCT01760252"
56,"Safety Study of Imexon Plus Gemcitabine in Untreated Pancreatic Adenocarcinoma","Completed","No Results Available","Pancreatic Adenocarcinoma","Drug: imexon|Drug: gemcitabine","Arizona Clinical Research Center, Tucson, Arizona, United States|US Oncology Orlando, Cancer Centers of FL, Ocoee, Florida, United States|US Oncology Indiana, Indianapolis, Indiana, United States|Univ of Michigan, Ann Arbor, Michigan, United States|US Oncology Albany, New York Oncology, Albany, New York, United States|US Oncology Kettering, Kettering, Ohio, United States|Fox Chase Cancer Ctr., Philadelphia, Pennsylvania, United States|US Oncology, Virginia Oncology Assoc, Norfolk, Virginia, United States|US Oncology Northwest, Northwest Cancer Specialists, Vancouver, Washington, United States","https://ClinicalTrials.gov/show/NCT00327327"
57,"Study of Ibrutinib vs Placebo, in Combination With Nab-paclitaxel and Gemcitabine, in the First Line Treatment of Patients With Metastatic Pancreatic Adenocarcinoma (RESOLVE)","Completed","Has Results","Metastatic Pancreatic Adenocarcinoma","Drug: Ibrutinib|Drug: Gemcitabine|Drug: Nab-paclitaxel","Oncology Specialties, PC; Clearview Cancer Institute, Huntsville, Alabama, United States|Arizona Center for Cancer Care, Avondale, Arizona, United States|St. Mary's Medical Center, Daly City, California, United States|Moores UCSD Cancer Center, La Jolla, California, United States|Cedars Sinai Medical Center, Los Angeles, California, United States|Norwalk Hospital, Norwalk, Connecticut, United States|Eastern Connecticut Hematology/Oncology Assoc., Norwich, Connecticut, United States|Bethesda Memorial Hospital, Boynton Beach, Florida, United States|Florida Hospital Tampa, Tampa, Florida, United States|University Cancer & Blood Center, LLC, Athens, Georgia, United States|Northwest Georgia Oncology Centers, PC, Marietta, Georgia, United States|Ingalls Memorial Hospital Cancer Research Center, Harvey, Illinois, United States|Joliet Oncology-Hematology Associates, LTD, Joliet, Illinois, United States|Investigative Clinical Research of Indiana, Indianapolis, Indiana, United States|Mary Bird Perkins Cancer Center, Baton Rouge, Louisiana, United States|Our Lady of the Lake Physician Group, Baton Rouge, Louisiana, United States|Center for Cancer and Blood Disorders, Bethesda, Maryland, United States|Berkshire Hematology Oncology Services at Berkshire Medical Center Cancer and Infusion Center, Pittsfield, Massachusetts, United States|Saint Joseph Mercy Health System, Chelsea, Michigan, United States|Sparrow Regional Cancer Center, Lansing, Michigan, United States|Nebraska Medicine - Peggy D. Cowdery Patient Care Center, Omaha, Nebraska, United States|The Presbyterian Hospital, Charlotte, North Carolina, United States|University of Cincinnati Medical Center, Cincinnati, Ohio, United States|Penn State University Milton S. Hershey Medical Center, Hershey, Pennsylvania, United States|Gibbs Cancer Center, Spartanburg, South Carolina, United States|Scott & White Memorial Hospital, Temple, Texas, United States|MultiCare Health System Institute for Research and Innovation, Tacoma, Washington, United States|Wenatchee Valley Hospital & Clinics, Wenatchee, Washington, United States|ULB Hôpital Erasme, Bruxelles, Belgium|Cliniques Universitaires Saint-Luc, Bruxelles, Belgium|Grand Hôpital de Charleroi, Gilly, Belgium|UZ Leuven, Leuven, Belgium|C. H. U. Sart Tilman, Liège, Belgium|Centre Antoine Lacassagne, Nice cedex 02, Alpes Maritimes, France|Centre Paul Strauss, Strasbourg cedex, Bas Rhin, France|Hôpital de la Timone, Marseille cedex 5, Bouches-du-Rhône, France|Centre Georges François Leclerc, Dijon cedex, Côte-d'Or, France|CHU Besançon - Hôpital Jean Minjoz, Besançon, Doubs, France|Groupe Hospitalier Saint André - Hôpital Saint André, Bordeaux, Gironde, France|CHU de Toulouse - Hôpital Rangueil, Toulouse Cedex 9, Haute Garonne, France|Hôpital Nord Franche Comté, Doubs, Montbeliard, France|Hôpital Saint-Antoine, Paris cedex 12, Paris, France|CHU Poitiers - Hôpital la Milétrie, Poitiers Cedex, Vienne, France|Groupe Hospitalier Pitie-Salpetriere, Paris, France|Universitaetsklinikum Tuebingen, Tuebingen, Baden Wuerttemberg, Germany|Universitaetsklinikum Ulm, Ulm, Baden Wuerttemberg, Germany|Klinikum der Johann Wolfgang Goethe-Universitaet, Frankfurt, Hessen, Germany|Universitaetsklinikum Koeln, Koeln, Nordrhein Westfalen, Germany|Gemeinschaftspraxis Haematologie und Onkologie, Dresden, Sachsen Anhalt, Germany|Universitaetsklinikum Leipzig AoeR, Leipzig, Sachsen, Germany|Onkologische Schwerpunktpraxis Kurfuerstendamm, Berlin, Germany|Azienda Ospedaliero Universitaria Ospedali Riuniti, Ancona, Italy|Azienda Ospedaliero Universitaria San Martino, Genova, Italy|Ospedale San Raffaele, Milano, Italy|IEO Istituto Europeo di Oncologia, Milano, Italy|Azienda Ospedaliera Ospedale Niguarda Ca' Granda, Milano, Italy|Istituto Nazionale Tumori Fondazione G. Pascale, Napoli, Italy|IOV - Istituto Oncologico Veneto IRCCS, Padova, Italy|Fondazione IRCCS Policlinico San Matteo, Pavia, Italy|Azienda Ospedaliero Universitaria Pisana, Pisa, Italy|IRCCS Ospedale Casa Sollievo della Sofferenza, San Giovanni Rotondo, Italy|Seoul National University Bundang Hospital, Seongnam-si, Gyeonggi-do, Korea, Republic of|Chonnam National University Hwasun Hospital, Hwasun, Jeollanam-do, Korea, Republic of|Seoul National University Hospital, Seoul, Korea, Republic of|Yonsei University Health System, Seoul, Korea, Republic of|Asan Medical Center, Seoul, Korea, Republic of|Samsung Medical Center, Seoul, Korea, Republic of|The Catholic University of Korea, Seoul St. Mary's Hospital, Seoul, Korea, Republic of|Korea University Guro Hospital, Seoul, Korea, Republic of|ICO l´Hospitalet - Hospital Duran i Reynals, L'Hospitalet de Llobregat, Barcelona, Spain|Hospital del Mar, Barcelona, Spain|Specialist, Barcelona, Spain|Hospital Universitari Vall d'Hebron, Barcelona, Spain|Hospital Clinic i Provincial de Barcelona, Barcelona, Spain|Hospital Universitario 12 de Octubre, Madrid, Spain|Hospital Universitario La Paz, Madrid, Spain|Hospital Clinico Universitario Virgen de la Victoria, Málaga, Spain|Hospital Universitario Virgen Macarena, Sevilla, Spain|Hospital Universitario Virgen del Rocio, Sevilla, Spain|Derriford Hospital, Plymouth, Devon, United Kingdom|Broomfield Hospital, Chelmsford, Essex, United Kingdom|The Christie, Manchester, Greater Manchester, United Kingdom|Southampton General Hospital, Southampton, Hampshire, United Kingdom|The Clatterbridge Cancer Centre, Liverpool, Merseyside, United Kingdom|Royal Marsden Hospital, Sutton, Surrey, United Kingdom|Royal Free Hospital, London, United Kingdom","https://ClinicalTrials.gov/show/NCT02436668"
58,"A Study of REOLYSIN® in Combination With Gemcitabine in Patients With Advanced Pancreatic Adenocarcinoma","Completed","No Results Available","Metastatic Pancreatic Adenocarcinoma","Biological: REOLYSIN|Drug: Gemcitabine","Montefiore Medical Center, New York, New York, United States|Cancer Therapy & Research Center at UTHSCSA, San Antonio, Texas, United States","https://ClinicalTrials.gov/show/NCT00998322"
59,"A Study Comparing CO-1.01 With Gemcitabine as First Line Therapy in Patients With Metastatic Pancreatic Adenocarcinoma (LEAP)","Completed","Has Results","Metastatic Pancreatic Adenocarcinoma","Drug: CO-1.01|Drug: Gemcitabine","Arizona Center for Hematology Oncology, Glendale, Arizona, United States|Wilshire Oncology Medical Group, Inc., Corona, California, United States|White Memorial Medical Center, Los Angeles, California, United States|Cancer Care Institute, Los Angeles, California, United States|Newport Cancer Care Medical, Newport Beach, California, United States|Hematology Oncology Associates, Oakland, California, United States|Sharp Clinical Oncology Research, San Diego, California, United States|Rocky Mountain Cancer Centers, Denver, Colorado, United States|Hartford Hospital Clinical Research, Hartford, Connecticut, United States|Oncology Associates of Bridgeport, Trumbull, Connecticut, United States|Annapolis Oncology Center, Annapolis, Maryland, United States|Virginia Piper Cancer Institute, Minneapolis, Minnesota, United States|The Cancer Institute of New Jersey, New Brunswick, New Jersey, United States|New Mexico Cancer Care Alliance, Albuquerque, New Mexico, United States|Arena Oncology Associates, PC, Lake Success, New York, United States|Bend Memorial Clinic, Bend, Oregon, United States|Cancer Center of the Carolinas, Greenville, South Carolina, United States|Cancer Specialists of South Texas, P.A., Corpus Christi, Texas, United States|Valley Cancer Associates, Harlingen, Texas, United States|South Texas Oncology and Hematology, PA, San Antonio, Texas, United States|Medical College of Wisconsin, Milwaukee, Wisconsin, United States|Policlínica Privada Instituto de Medicina Nuclear, Buenos Aires, Bahia Blanca, Argentina|Instituto Especializado Alexander Fleming, Cuidad Autónoma de Buenos Aires, Buenos Aires, Argentina|Hospital de Gastroenterología, Loma Hermosa, Buenos Aires, Argentina|Clínica Universitaria Reina Fabiola, Córdoba, Argentina|ISIS Centro Especializado, Santa Fe, Argentina|Newcastle Private Hospital, New Lambton Heights, New South Wales, Australia|Port Macquarie Base Hospital, Port Macquarie, New South Wales, Australia|Southern Medical Day Oncology Care Centre, Wollongong, New South Wales, Australia|Flinders Medical Centre, Bedford Park, South Australia, Australia|Saint Vincent's Hospital, Fitzroy, Victoria, Australia|Border Medical Oncology, Murray Valley Private Hospital, Wodonga, Victoria, Australia|Universitair Ziekenhuis Antwerpen, Edegem, Antwerpen, Belgium|Cliniques Universitaires Saint Luc, Brussels, Belgium|Centre Hospitalier de Jolimont-Lobbes, Haine-Saint-Paul, Belgium|Hospital Universitario, Brasilia, Distrito Federal, Brazil|Santa Casa de Misericordia de Belo Horizonte, Belo Horizonte, Minas Gerais, Brazil|Irmandade da Santa, Porto Alegre, Rio Grande do Sul, Brazil|Hospital São Lucas - PUCRS, Porto Alegre, Rio Grande Do Sul, Brazil|CEPON-Centro de pesquisas Oncologicas, Florianópolis, Santa Catarina, Brazil|Hospital do Cancer de Barretos, Barretos, Sao Paulo, Brazil|Fundacao Hospital, Jau, Sao Paulo, Brazil|Faculdade de Medicina do ABC, Santo Andre, Sao Paulo, Brazil|Instituto Nacional do Cancer, Rio de Janeiro, Brazil|Cross Cancer Institute, Edmonton, Alberta, Canada|Centre Hospitalier de la Cote Basque, Bayonne Cedex, France|Hôpital Saint André, Service d'Oncologie Médicale, Bordeaux, France|Clinique François Chénieux, Limoges Cedex, France|Centre Hospitalier Régional Universitaire Hôpital Saint Eloi, Montpellier Cedex 5, France|Centre Regional de Lutte contre le Cancer Val d'Aurelle, Montpellier, France|Centre René Gauducheau, Saint Herblain cedex, France|Institut Gustave-Roussy - Centre de Lutte Contre le Cancer, Villejuif Cedex, France|Ludwig-Maximilians-Universität, Medizinische Klinik und Poliklinikversität München, München, Bayern, Germany|Klinikum der Ernst-Moritz-Arndt-Universität, Greifswald, Mecklenburg-Vorpommern, Germany|Knappschaftskrankenhaus Bochum-Langendreer, Bochum, Nordrhein-Westfalen, Germany|Universitätsklinikum Jena, Jena, Thueringen, Germany|Charité Universitätsmedizin Berlin, Berlin, Germany|Universitätsklinikum Carl Gustav Carus, Dresden, Germany|Klinik der Otto-Von-Guericke-Universität Magdeburg, Magdeburg, Germany|Medizinische Universitätsklinik Ulm, Abt. Innere Medizin I, Ulm, Germany|Azienda Ospedaliero-Universitaria di Bologna - Policlinico S.Orsola-Malpighi, Bologna, Emilia-Romagna, Italy|Fondazione San Raffaele del Monte Tabor, Milano, Italy|Instituto Oncologico Veneto, Oncologia Medica 1, Padova, Italy|Ospedali Riuniti di Ancona, Torrette di Ancona, Italy|Centro Ricerche Cliniche di Verona, Verona, Italy|Vrije Universiteit Medisch Centrum, Amsterdam, Noord-Holland, Netherlands|Sørlandet sykehus HF, Kristiansand, Norway|Oslo Universitetssykehus, Ullevål, Oslo, Norway|Republic Clinical Oncology Center, Izhevsk, Republic of Udmurtia, Russian Federation|Sverdlovsk Regional Oncology Center, Ekaterinburg, Russian Federation|Regional Oncology Center, Irkutsk, Russian Federation|Clinical Oncology Center #1, Krasnodar, Russian Federation|Kursk Regional Oncology Center, Kursk, Russian Federation|Blokhin Cancer Research Center, Moscow, Russian Federation|Novosibirsk, City Clinical Hospital #1, Novosibirsk, Russian Federation|Leningrad Regional Clinical Hospital, St. Petersburg, Russian Federation|Mechnikov St. Petersburg State Medical Academy, St. Petersburg, Russian Federation|St. Petersburg City Oncology Center, St. Petersburg, Russian Federation|Tambov Regional Oncology Center, Tambov, Russian Federation|Tula Regional Oncology Center, Tula, Russian Federation|Regional Clinical Oncology Hospital, Yaroslavl, Russian Federation|Lanssjukhuset Ryhov, Jonkoping, Sweden|Linköping University Hospital, Linköping, Sweden|Växjö Centrallasarettet, Växjö, Sweden|Dnipropetrovsk City Multispecialty Clinical Hospital #4, Department of Chemotherapy, Dnipropetrovsk State Medical Academy, Department of Oncology and Medical Radiology, Dnipropetrovsk, Ukraine|Public Clinical Treatment and Prophylaxis Institution ""Donetsk Regional Antitumor Center"", Oncosurgery Department #6, Donetsk, Ukraine|""Public Healthcare Institution """"Kharkiv Regional Clinical Oncology Center"""", Abdominal Department, Kharkiv, Ukraine|National Cancer Institute, Department of Tumors of Abdominal Cavity and Retroperitoneum, Kiev, Ukraine|State Regional Diagnostics and Treatment Oncology Center, Chemotherapy Department, Lviv, Ukraine|Mykolayiv Regional Oncology Center, Surgery Department #1, Mykolayiv, Ukraine|Zakarpatya Regional Clinical Oncology Center, Chemotherapy Department, Uzhorod, Ukraine|Clinical Facility: Public Institution ""Zaporizhya City Clinical Hospital #3"", Regional Center of Hepatic, Biliary Tract and Pancreatic Surgery, Surgery Department #1, Zaporizhya, Ukraine|Hammersmith Hospital, London, England, United Kingdom|Christie Hospital, Manchester, England, United Kingdom|Beatson West of Scotland Cancer Centre, Cancer Research UK Clinical Trials Unit (CTU), Glasgow, Scotland, United Kingdom","https://ClinicalTrials.gov/show/NCT01124786"
