"","pert","PCID","cell","type","trend","WTCS","WTCS_Pval","WTCS_FDR","NCS","Tau","TauRefSize","NCSct","N_upset","N_downset","t_gn_sym","id","jlf_tau"
"369","papaverine","6084","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"PDE10A; PDE4B; PDE5A","papaverine__GI1__trt_cp",0
"370","L-778123",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"FNTA; FNTB; PGGT1B; RP11-598P20.5","L-778123__GI1__trt_cp",0
"371","etomoxir","123823","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"CPT1A; CPT1B","etomoxir__GI1__trt_cp",0
"372","sitaxentan",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"EDNRA; EDNRB","sitaxentan__GI1__trt_cp",0
"373","SLV-320",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,NA,"SLV-320__GI1__trt_cp",0
"374","SC-560","4306515","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,NA,"SC-560__GI1__trt_cp",0
"375","tacrine","1935","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"ACHE; BCHE; CES1; CHAT; CRAT; HNMT","tacrine__GI1__trt_cp",0
"376","zibotentan","9910224","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"EDNRA","zibotentan__GI1__trt_cp",0
"377","etofylline-clofibrate",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,NA,"etofylline-clofibrate__GI1__trt_cp",0
"378","MDL-29951","446916","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"FBP1; FBP2; GPR17","MDL-29951__GI1__trt_cp",0
"379","nabumetone","4409","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"AKR1C3; CYP2B6; CYP2E1; LTF; TF","nabumetone__GI1__trt_cp",0
"380","dalfampridine",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0.940050916611091,597,554,"KCNA1; KCNA10; KCNA2; KCNA3; KCNA4; KCNA5; KCNA6; KCNA7; KCNB1; KCNB2; KCNC1; KCNC2; KCNC3; KCND1; KCND2; KCND3","dalfampridine__GI1__trt_cp",0
"381","GSK-256066",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,NA,"GSK-256066__GI1__trt_cp",0
"382","piroximone",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,NA,"piroximone__GI1__trt_cp",0
"383","hymecromone","5280567","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"MAOA","hymecromone__GI1__trt_cp",0
"384","rimonabant","104850","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"CNR1; GPR55","rimonabant__GI1__trt_cp",0
"385","pyrazinamide","1046","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"EPX; FASN; LPO; MPO","pyrazinamide__GI1__trt_cp",0
"386","vildagliptin",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"DPP4; DPP9","vildagliptin__GI1__trt_cp",0
"387","glibenclamide","3488","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"ABCA1; ABCB11; ABCC8; ABCC9; CFTR; CPT1A; CYP2C9; IRS1; KCNJ1; KCNJ11; KCNJ5; KCNJ8; SLCO2B1; TRPA1","glibenclamide__GI1__trt_cp",0
"388","laropiprant",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,NA,"laropiprant__GI1__trt_cp",0
"389","testosterone-propionate","5701990","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,NA,"testosterone-propionate__GI1__trt_cp",0
"390","acemetacin","1981","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,NA,"acemetacin__GI1__trt_cp",0
"391","propofol","4943","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"CYP2B6; FAAH; GABRA2; GABRA3; GABRA4; GABRA5; GABRA6; GABRB1; GABRB2; GABRB3; GABRD; GABRE; GABRG1; GABRG2; GABRG3; GABRP; GABRQ; SCN2A; SCN4A; TRPV1","propofol__GI1__trt_cp",0
"392","tetrabenazine","6018","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"SLC18A1; SLC18A2","tetrabenazine__GI1__trt_cp",0
"393","mestinon","7550","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"ACHE; BCHE","mestinon__GI1__trt_cp",0
"394","allopurinol","2094","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"HPRT1; MPO","allopurinol__GI1__trt_cp",0
"395","etoricoxib","123619","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"LTF; PTGER2; TF","etoricoxib__GI1__trt_cp",0
"396","NNC-711","4515","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"SIGMAR1; SLC6A1","NNC-711__GI1__trt_cp",0
"397","dizocilpine","16219612","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"GRIN1; GRIN2A","dizocilpine__GI1__trt_cp",0
"398","BMS-927711",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,NA,"BMS-927711__GI1__trt_cp",0
"399","guanadrel","66931399","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"SLC6A2","guanadrel__GI1__trt_cp",0
"400","ambrisentan","197712","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"EDNRA; EDNRB","ambrisentan__GI1__trt_cp",0
"401","rimcazole","5072","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"SIGMAR1","rimcazole__GI1__trt_cp",0
"402","T-0156","5368","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"PDE5A","T-0156__GI1__trt_cp",0
"403","budipine",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,NA,"budipine__GI1__trt_cp",0
"404","eszopiclone",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"GABRA2; GABRA3; GABRA4; GABRA5; GABRA6; GABRB1; GABRB2; GABRB3; GABRD; GABRE; GABRG1; GABRG2; GABRG3; GABRP; GABRQ; TSPO","eszopiclone__GI1__trt_cp",0
"405","MRS-3777",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,NA,"MRS-3777__GI1__trt_cp",0
"406","BRD-K24048528",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,NA,"BRD-K24048528__GI1__trt_cp",0
"407","preladenant",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,NA,"preladenant__GI1__trt_cp",0
"408","BRD-K92404805",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,NA,"BRD-K92404805__GI1__trt_cp",0
"409","BMY-14802","108046","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,-0.351328832216765,597,554,"SIGMAR1","BMY-14802__GI1__trt_cp",0
"410","NMDA",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"GRIN2D","NMDA__GI1__trt_cp",0
"411","riluzole","5070","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"BDNF; GDNF; KCND3; KCNK10; KCNK2; KCNK4; KCNN4; MAP2; NGF; SCN5A; SLC7A11","riluzole__GI1__trt_cp",0
"412","levetiracetam","5284583","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"CACNA1B; SCN1A; SV2A","levetiracetam__GI1__trt_cp",0
"413","ZK-200775",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,NA,"ZK-200775__GI1__trt_cp",0
"414","empagliflozin",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"SLC5A2","empagliflozin__GI1__trt_cp",0
"415","ambenonium",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"ACHE","ambenonium__GI1__trt_cp",0
"416","saxagliptin",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"DPP4","saxagliptin__GI1__trt_cp",0
"417","drospirenone",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,-0.746660523837371,597,554,"AR; NR3C2; PGR","drospirenone__GI1__trt_cp",0
"418","tofogliflozin",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"GCK; IL6ST","tofogliflozin__GI1__trt_cp",0
"419","palmitoylethanolamide","4671","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"CNR2; GPR119; GPR55","palmitoylethanolamide__GI1__trt_cp",0
"420","2-cyanopyrimidine",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,NA,"2-cyanopyrimidine__GI1__trt_cp",0
"421","atizoram",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,NA,"atizoram__GI1__trt_cp",0
"422","nilvadipine",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"CACNA1C; CACNA1D; CACNA1S; CACNA2D1; CACNA2D3; CACNB2","nilvadipine__GI1__trt_cp",0
"423","asaraldehyde",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,NA,"asaraldehyde__GI1__trt_cp",0
"424","enasidenib",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"IDH2","enasidenib__GI1__trt_cp",0
"425","cinepazide",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,NA,"cinepazide__GI1__trt_cp",0
"426","amantadine","2130","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"CHRNA3; CHRNA4; CHRNA7; GRIN1; GRIN2A; GRIN2B; GRIN2C; GRIN2D; GRIN3A","amantadine__GI1__trt_cp",0
"427","diazepam","3016","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"ABAT; ADRA1A; DBI; GABRA2; GABRA3; GABRA4; GABRA5; GABRA6; GABRB1; GABRB2; GABRB3; GABRD; GABRE; GABRG1; GABRG2; GABRG3; GABRP; GABRQ; GABRR1; GABRR2; GABRR3; TSPO","diazepam__GI1__trt_cp",0
"428","BAY-61-3606",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,-0.856522365270549,597,554,NA,"BAY-61-3606__GI1__trt_cp",0
"429","AMD-11070",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,NA,"AMD-11070__GI1__trt_cp",0
"430","isosorbide","13019152","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"BCL2; BCL2L1; MCL1","isosorbide__GI1__trt_cp",0
"431","relcovaptan","60943","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"AVPR1A; AVPR1B; AVPR2; OXTR","relcovaptan__GI1__trt_cp",0
"432","galantamine","9651","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"ACHE; BCHE; CHRNA1; CHRNA10; CHRNA2; CHRNA3; CHRNA4; CHRNA5; CHRNA6; CHRNA7; CHRNA9; CHRNB1; CHRNB2; CHRNB3; CHRNB4; CHRND; CHRNE; CHRNG","galantamine__GI1__trt_cp",0
"433","VU-0155069",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,-0.820621289959285,597,554,NA,"VU-0155069__GI1__trt_cp",0
"434","FPL-12495",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,NA,"FPL-12495__GI1__trt_cp",0
"435","alogliptin",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"DPP4","alogliptin__GI1__trt_cp",0
"436","deferasirox",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,-0.64598460229384,597,554,NA,"deferasirox__GI1__trt_cp",0
"437","azelaic-acid",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0.32404627333028,597,554,NA,"azelaic-acid__GI1__trt_cp",0
"438","cleviprex",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,NA,"cleviprex__GI1__trt_cp",0
"439","ranirestat",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"AKR1B1","ranirestat__GI1__trt_cp",0
"440","doxofylline","50942","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"ADORA2A; ADRB2; PDE2A","doxofylline__GI1__trt_cp",0
"441","minodronic-acid",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,NA,"minodronic-acid__GI1__trt_cp",0
"442","AM-92016","133104","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"GRIN1; GRIN2B","AM-92016__GI1__trt_cp",0
"443","arofylline",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,NA,"arofylline__GI1__trt_cp",0
"444","flufenamic-acid","3371","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"AKR1C3; ANO1; AR; GJA1; GJA10; GJA3; GJA4; GJA5; GJA8; GJA9; GJB1; GJB2; GJB3; GJB4; GJB5; GJB6; GJB7; GJC1; GJC2; GJC3; GJD2; GJD3; GJD4; GJE1; PANX1; PANX2; PANX3; PKD2L1; TRPC5; TRPM2; TRPM5","flufenamic-acid__GI1__trt_cp",0
"445","ipidacrine","604519","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,NA,"ipidacrine__GI1__trt_cp",0
"446","ABT-491",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,NA,"ABT-491__GI1__trt_cp",0
"447","traxoprodil",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,NA,"traxoprodil__GI1__trt_cp",0
"448","darusentan",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"EDNRA","darusentan__GI1__trt_cp",0
"449","BRD-K44408410",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,NA,"BRD-K44408410__GI1__trt_cp",0
"450","clioquinol","2788","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"HIF1AN; OPRK1","clioquinol__GI1__trt_cp",0
"451","dimpylate",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,NA,"dimpylate__GI1__trt_cp",0
"452","aloxistatin",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,NA,"aloxistatin__GI1__trt_cp",0
"453","IOX2",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,NA,"IOX2__GI1__trt_cp",0
"454","R-112",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,NA,"R-112__GI1__trt_cp",0
"455","HLI-373","435678","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"MDM2","HLI-373__GI1__trt_cp",0
"456","dynasore",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,NA,"dynasore__GI1__trt_cp",0
"457","4-IBP",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,NA,"4-IBP__GI1__trt_cp",0
"458","BRD-K24221957",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,NA,"BRD-K24221957__GI1__trt_cp",0
"459","LY-2979165",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,NA,"LY-2979165__GI1__trt_cp",0
"460","PCA-4248","4698","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"PTAFR","PCA-4248__GI1__trt_cp",0
"461","L-citrulline",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"ASS1; DDAH1; DDAH2; NOS1; NOS2; NOS3; OTC; PADI1; PADI2; PADI3; PADI4; PADI6","L-citrulline__GI1__trt_cp",0
"462","etofylline","1892","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,NA,"etofylline__GI1__trt_cp",0
"463","secnidazole","71815","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,NA,"secnidazole__GI1__trt_cp",0
"464","iproniazid","9367","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"MAOA; MAOB","iproniazid__GI1__trt_cp",0
"465","3-MPPI",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,NA,"3-MPPI__GI1__trt_cp",0
"466","D-64131","3921152","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,NA,"D-64131__GI1__trt_cp",0
"467","bendroflumethiazide","2315","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"CA1; CA4; KCNMA1; SLC12A1; SLC12A3","bendroflumethiazide__GI1__trt_cp",0
"468","velnacrine",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"ACHE","velnacrine__GI1__trt_cp",0
"469","azimilide",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"KCNA5; KCNE1; KCNH2; KCNQ1","azimilide__GI1__trt_cp",0
"470","bivalirudin",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,NA,"bivalirudin__GI1__trt_cp",0
"471","desoxycortone","73707523","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"NR3C1; NR3C2","desoxycortone__GI1__trt_cp",0
"472","JWH-015","4273754","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"CNR2; GPR55","JWH-015__GI1__trt_cp",0
"473","avanafil",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"PDE5A","avanafil__GI1__trt_cp",0
"474","CGP-37157","2688","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"SLC8A1","CGP-37157__GI1__trt_cp",0
"475","BRD-K77245796",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0.62225272017672,597,554,NA,"BRD-K77245796__GI1__trt_cp",0
"476","vernakalant",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"KCNA5; KCND3; KCNH2; SCN5A","vernakalant__GI1__trt_cp",0
"477","tipifarnib-P2","159324","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"FNTA; FNTB","tipifarnib-P2__GI1__trt_cp",0
"478","O-1918","40469923","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,NA,"O-1918__GI1__trt_cp",0
"479","aniracetam","2196","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"GRIA1; GRIA3; GRIA4","aniracetam__GI1__trt_cp",0
"480","salubrinal","5717801","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"EIF2S1; SLC6A9","salubrinal__GI1__trt_cp",0
"481","MK-0812",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,NA,"MK-0812__GI1__trt_cp",0
"482","tromaril",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,NA,"tromaril__GI1__trt_cp",0
"483","YM-298198","9819432","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"GRM1","YM-298198__GI1__trt_cp",0
"484","trichlormethiazide","5560","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"ATP1A1; CA1; CA4; CA7; SLC12A1; SLC12A3","trichlormethiazide__GI1__trt_cp",0
"485","vercirnon",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"CCR9","vercirnon__GI1__trt_cp",0
"486","mabuprofen",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,NA,"mabuprofen__GI1__trt_cp",0
"487","cianidanol",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,NA,"cianidanol__GI1__trt_cp",0
"488","diltiazem","39186","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"CACNA1C; CACNA1S; CACNA2D1; CACNG1; CYP3A5; CYP3A7; EDN1; HTR3A; KCNA5","diltiazem__GI1__trt_cp",0
"489","E-4031","3185","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"KCNH1; KCNH2","E-4031__GI1__trt_cp",0
"490","lonafarnib",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,-0.279836571351068,597,554,"FNTA; FNTB; IGFBP3; RP11-598P20.5","lonafarnib__GI1__trt_cp",0
"491","OPC-21268",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,NA,"OPC-21268__GI1__trt_cp",0
"492","guanethidine","73707360","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"DBH; SLC6A2; TH","guanethidine__GI1__trt_cp",0
"493","fenigam",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,NA,"fenigam__GI1__trt_cp",0
"494","zofenopril-calcium",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,NA,"zofenopril-calcium__GI1__trt_cp",0
"495","SPP-301",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,NA,"SPP-301__GI1__trt_cp",0
"496","istradefylline",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,NA,"istradefylline__GI1__trt_cp",0
"497","zoledronic-acid",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,NA,"zoledronic-acid__GI1__trt_cp",0
"498","CFTRinh-172",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,NA,"CFTRinh-172__GI1__trt_cp",0
"499","nepafenac",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,NA,"nepafenac__GI1__trt_cp",0
"500","BRD-K04877770",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,NA,"BRD-K04877770__GI1__trt_cp",0
"501","marimastat",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"ADAM33; ADAMTS1; ADAMTS5; MMP1; MMP10; MMP11; MMP12; MMP13; MMP14; MMP15; MMP16; MMP17; MMP19; MMP2; MMP20; MMP21; MMP23B; MMP24; MMP25; MMP26; MMP27; MMP28; MMP3; MMP7; MMP8; MMP9","marimastat__GI1__trt_cp",0
"502","dantrolene","32731","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"MB; RYR1; RYR3","dantrolene__GI1__trt_cp",0
"503","procarbazine","9703","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"MAOA; MAOB","procarbazine__GI1__trt_cp",0
"504","MPEP","9794588","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"GRM1; GRM4; GRM5","MPEP__GI1__trt_cp",0
"505","oxandrolone","73707489","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"AR","oxandrolone__GI1__trt_cp",0
"506","rutaecarpine",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,NA,"rutaecarpine__GI1__trt_cp",0
"507","AH-6809",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,NA,"AH-6809__GI1__trt_cp",0
"508","ibutilide","73707513","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"CACNA1C; CACNA2D1; CACNB1; CACNG1; KCNH2; KCNH6; KCNH7; KCNJ11; KCNK1; KCNK6","ibutilide__GI1__trt_cp",0
"509","phlorizin",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"LCT; SLC5A4","phlorizin__GI1__trt_cp",0
"510","INCB-3284",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,NA,"INCB-3284__GI1__trt_cp",0
"511","piperazine",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"GABRB3","piperazine__GI1__trt_cp",0
"512","ethyl-pyruvate",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,NA,"ethyl-pyruvate__GI1__trt_cp",0
"513","MRS-1220","393595","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"ADORA2B; ADORA3","MRS-1220__GI1__trt_cp",0
"514","costunolide",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,-0.0583072659652229,597,554,NA,"costunolide__GI1__trt_cp",0
"515","oleoylethanolamide","5283454","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"CNR1; GPR119; GPR55; KCND3; PPARA","oleoylethanolamide__GI1__trt_cp",0
"516","CL-218872","107950","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"GABRA2; GABRA3; GABRA5; GABRB2; GABRG2","CL-218872__GI1__trt_cp",0
"517","VS-4718",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,-0.965320518395879,597,554,NA,"VS-4718__GI1__trt_cp",0
