"","ont","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","itemID","Count"
"GO:0001783","BP","GO:0001783","B cell apoptotic process","5/74","312/22568",0.00361794800893295,0.0220306411931165,0.0149532356917996,"imatinib/ibrutinib/fludarabine/pentoxifylline/vandetanib",5
"GO:0030235","MF","GO:0030235","nitric-oxide synthase regulator activity","5/74","312/22568",0.00361794800893295,0.0220306411931165,0.0149532356917996,"nifedipine/nicardipine/erlotinib/lapatinib/vandetanib",5
"GO:0031952","BP","GO:0031952","regulation of protein autophosphorylation","5/74","312/22568",0.00361794800893295,0.0220306411931165,0.0149532356917996,"nifedipine/nicardipine/lisinopril/cilazapril/vandetanib",5
"GO:0006892","BP","GO:0006892","post-Golgi vesicle-mediated transport","3/74","94/22568",0.00366325843713496,0.0221632360648954,0.0150432340877543,"icosapent/erlotinib/vandetanib",3
"GO:0051450","BP","GO:0051450","myoblast proliferation","3/74","94/22568",0.00366325843713496,0.0221632360648954,0.0150432340877543,"nifedipine/icosapent/vernakalant",3
"GO:0072298","BP","GO:0072298","regulation of metanephric glomerulus development","3/74","94/22568",0.00366325843713496,0.0221632360648954,0.0150432340877543,"quizartinib/imatinib/vandetanib",3
"GO:0072300","BP","GO:0072300","positive regulation of metanephric glomerulus development","3/74","94/22568",0.00366325843713496,0.0221632360648954,0.0150432340877543,"quizartinib/imatinib/vandetanib",3
"GO:1901529","BP","GO:1901529","positive regulation of anion channel activity","3/74","94/22568",0.00366325843713496,0.0221632360648954,0.0150432340877543,"zosuquidar/nimodipine/verapamil",3
"GO:0045980","BP","GO:0045980","negative regulation of nucleotide metabolic process","5/74","313/22568",0.00366743492134688,0.0221632360648954,0.0150432340877543,"panobinostat/icosapent/atorvastatin/theophylline/rucaparib",5
"GO:0060993","BP","GO:0060993","kidney morphogenesis","6/74","452/22568",0.0036704566858662,0.0221632360648954,0.0150432340877543,"quizartinib/imatinib/obatoclax/lisinopril/skf-96365/vandetanib",6
"GO:0048407","MF","GO:0048407","platelet-derived growth factor binding","3/74","95/22568",0.00377388919344977,0.0227605646935896,0.0154486692129523,"quizartinib/imatinib/vandetanib",3
"GO:0016191","BP","GO:0016191","synaptic vesicle uncoating","2/74","28/22568",0.00379407603499657,0.0228005902674555,0.0154758364585386,"erlotinib/vandetanib",2
"GO:0044036","BP","GO:0044036","cell wall macromolecule metabolic process","2/74","28/22568",0.00379407603499657,0.0228005902674555,0.0154758364585386,"theophylline/pentoxifylline",2
"GO:0071554","BP","GO:0071554","cell wall organization or biogenesis","2/74","28/22568",0.00379407603499657,0.0228005902674555,0.0154758364585386,"theophylline/pentoxifylline",2
"GO:0043014","MF","GO:0043014","alpha-tubulin binding","5/74","316/22568",0.00381881747972595,0.0228947632276207,0.0155397560901462,"panobinostat/tipifarnib-p2/imatinib/lonafarnib/guanadrel",5
"GO:0046635","BP","GO:0046635","positive regulation of alpha-beta T cell activation","5/74","316/22568",0.00381881747972595,0.0228947632276207,0.0155397560901462,"thioridazine/fludarabine/atorvastatin/pentoxifylline/vandetanib",5
"GO:0001750","CC","GO:0001750","photoreceptor outer segment","4/74","195/22568",0.0038819340313005,0.0232180643323571,0.0157591958048675,"nifedipine/vardenafil/nimodipine/verapamil",4
"GO:0008291","BP","GO:0008291","acetylcholine metabolic process","3/74","96/22568",0.00388654206831256,0.0232180643323571,0.0157591958048675,"rivastigmine/tacrine/pentoxifylline",3
"GO:1900619","BP","GO:1900619","acetate ester metabolic process","3/74","96/22568",0.00388654206831256,0.0232180643323571,0.0157591958048675,"rivastigmine/tacrine/pentoxifylline",3
"GO:0030219","BP","GO:0030219","megakaryocyte differentiation","4/74","196/22568",0.0039531113514343,0.0235189899326973,0.0159634482089686,"panobinostat/quizartinib/imatinib/entinostat",4
"GO:0043267","BP","GO:0043267","negative regulation of potassium ion transport","4/74","196/22568",0.0039531113514343,0.0235189899326973,0.0159634482089686,"amiodarone/thioridazine/vernakalant/verapamil",4
"GO:0097733","CC","GO:0097733","photoreceptor cell cilium","4/74","196/22568",0.0039531113514343,0.0235189899326973,0.0159634482089686,"nifedipine/vardenafil/nimodipine/verapamil",4
"GO:0042745","BP","GO:0042745","circadian sleep/wake cycle","6/74","459/22568",0.00395555119906101,0.0235189899326973,0.0159634482089686,"psb-11/fludarabine/theobromine/theophylline/pentoxifylline/psb-1115",6
"GO:0009414","BP","GO:0009414","response to water deprivation","3/74","97/22568",0.00400122831463939,0.023762588861529,0.0161287902961625,"ebpc/alrestatin/tolvaptan",3
"GO:1990841","MF","GO:1990841","promoter-specific chromatin binding","4/74","197/22568",0.00402516888549805,0.0238629273296872,0.016196894748964,"panobinostat/entinostat/theophylline/decitabine",4
"GO:0008593","BP","GO:0008593","regulation of Notch signaling pathway","5/74","320/22568",0.0040275780675304,0.0238629273296872,0.016196894748964,"quizartinib/imatinib/erlotinib/lapatinib/vandetanib",5
"GO:0002384","BP","GO:0002384","hepatic immune response","2/74","29/22568",0.0040665035436605,0.0239809694957923,0.0162770155369096,"atorvastatin/pentoxifylline",2
"GO:0010890","BP","GO:0010890","positive regulation of sequestering of triglyceride","2/74","29/22568",0.0040665035436605,0.0239809694957923,0.0162770155369096,"orlistat/atorvastatin",2
"GO:2000660","BP","GO:2000660","negative regulation of interleukin-1-mediated signaling pathway","2/74","29/22568",0.0040665035436605,0.0239809694957923,0.0162770155369096,"atorvastatin/pentoxifylline",2
"GO:2000674","BP","GO:2000674","regulation of type B pancreatic cell apoptotic process","2/74","29/22568",0.0040665035436605,0.0239809694957923,0.0162770155369096,"atorvastatin/pentoxifylline",2
"GO:0060134","BP","GO:0060134","prepulse inhibition","5/74","321/22568",0.00408102119020486,0.0240317423130746,0.0163114774437105,"psb-11/thioridazine/theobromine/theophylline/pentoxifylline",5
"GO:0035886","BP","GO:0035886","vascular smooth muscle cell differentiation","4/74","198/22568",0.00409811175295064,0.0240317423130746,0.0163114774437105,"quizartinib/imatinib/decitabine/vandetanib",4
"GO:0042166","MF","GO:0042166","acetylcholine binding","4/74","198/22568",0.00409811175295064,0.0240317423130746,0.0163114774437105,"rivastigmine/thioridazine/tacrine/pentoxifylline",4
"GO:0097731","CC","GO:0097731","9+0 non-motile cilium","4/74","198/22568",0.00409811175295064,0.0240317423130746,0.0163114774437105,"nifedipine/vardenafil/nimodipine/verapamil",4
"GO:0001553","BP","GO:0001553","luteinization","3/74","98/22568",0.00411795901363106,0.0240317423130746,0.0163114774437105,"quizartinib/imatinib/vandetanib",3
"GO:0003990","MF","GO:0003990","acetylcholinesterase activity","3/74","98/22568",0.00411795901363106,0.0240317423130746,0.0163114774437105,"rivastigmine/tacrine/pentoxifylline",3
"GO:0006344","BP","GO:0006344","maintenance of chromatin silencing","3/74","98/22568",0.00411795901363106,0.0240317423130746,0.0163114774437105,"panobinostat/entinostat/theophylline",3
"GO:0010856","MF","GO:0010856","adenylate cyclase activator activity","3/74","98/22568",0.00411795901363106,0.0240317423130746,0.0163114774437105,"nifedipine/nicardipine/az-628",3
"GO:0019211","MF","GO:0019211","phosphatase activator activity","3/74","98/22568",0.00411795901363106,0.0240317423130746,0.0163114774437105,"nifedipine/nicardipine/lonafarnib",3
"GO:0031901","CC","GO:0031901","early endosome membrane","6/74","465/22568",0.00421275242561992,0.0245565522454149,0.0166676907079043,"aniracetam/imatinib/erlotinib/nimodipine/lapatinib/vandetanib",6
"GO:1902884","BP","GO:1902884","positive regulation of response to oxidative stress","5/74","324/22568",0.00424440027303698,0.0246688259020242,0.0167438961362684,"panobinostat/imatinib/obatoclax/fludarabine/pentoxifylline",5
"GO:0002381","BP","GO:0002381","immunoglobulin production involved in immunoglobulin mediated immune response","4/74","200/22568",0.0042466738725949,0.0246688259020242,0.0167438961362684,"ibrutinib/atorvastatin/pentoxifylline/vandetanib",4
"GO:0015695","BP","GO:0015695","organic cation transport","4/74","200/22568",0.0042466738725949,0.0246688259020242,0.0167438961362684,"psb-11/theobromine/theophylline/pentoxifylline",4
"GO:0045178","CC","GO:0045178","basal part of cell","6/74","466/22568",0.00425679701233299,0.0246992084117896,0.0167645181792424,"nifedipine/erlotinib/skf-96365/lapatinib/vandetanib/verapamil",6
"GO:0030004","BP","GO:0030004","cellular monovalent inorganic cation homeostasis","6/74","467/22568",0.00430118232678359,0.0247994223439616,0.0168325381035939,"icosapent/obatoclax/lisinopril/atorvastatin/nimodipine/tolvaptan",6
"GO:1905208","BP","GO:1905208","negative regulation of cardiocyte differentiation","4/74","201/22568",0.00432230326986794,0.0247994223439616,0.0168325381035939,"icosapent/erlotinib/lapatinib/vandetanib",4
"GO:0005020","MF","GO:0005020","stem cell factor receptor activity","2/74","30/22568",0.00434775926592829,0.0247994223439616,0.0168325381035939,"quizartinib/imatinib",2
"GO:0014828","BP","GO:0014828","distal stomach smooth muscle contraction","2/74","30/22568",0.00434775926592829,0.0247994223439616,0.0168325381035939,"quizartinib/imatinib",2
"GO:0060177","BP","GO:0060177","regulation of angiotensin metabolic process","2/74","30/22568",0.00434775926592829,0.0247994223439616,0.0168325381035939,"lisinopril/cilazapril",2
"GO:0097324","BP","GO:0097324","melanocyte migration","2/74","30/22568",0.00434775926592829,0.0247994223439616,0.0168325381035939,"quizartinib/imatinib",2
"GO:0097326","BP","GO:0097326","melanocyte adhesion","2/74","30/22568",0.00434775926592829,0.0247994223439616,0.0168325381035939,"quizartinib/imatinib",2
"GO:0120063","BP","GO:0120063","stomach smooth muscle contraction","2/74","30/22568",0.00434775926592829,0.0247994223439616,0.0168325381035939,"quizartinib/imatinib",2
"GO:0120064","BP","GO:0120064","stomach pylorus smooth muscle contraction","2/74","30/22568",0.00434775926592829,0.0247994223439616,0.0168325381035939,"quizartinib/imatinib",2
"GO:0120065","BP","GO:0120065","pyloric antrum smooth muscle contraction","2/74","30/22568",0.00434775926592829,0.0247994223439616,0.0168325381035939,"quizartinib/imatinib",2
"GO:0120071","BP","GO:0120071","regulation of pyloric antrum smooth muscle contraction","2/74","30/22568",0.00434775926592829,0.0247994223439616,0.0168325381035939,"quizartinib/imatinib",2
"GO:0120072","BP","GO:0120072","positive regulation of pyloric antrum smooth muscle contraction","2/74","30/22568",0.00434775926592829,0.0247994223439616,0.0168325381035939,"quizartinib/imatinib",2
"GO:1904341","BP","GO:1904341","regulation of colon smooth muscle contraction","2/74","30/22568",0.00434775926592829,0.0247994223439616,0.0168325381035939,"quizartinib/imatinib",2
"GO:1904343","BP","GO:1904343","positive regulation of colon smooth muscle contraction","2/74","30/22568",0.00434775926592829,0.0247994223439616,0.0168325381035939,"quizartinib/imatinib",2
"GO:1990765","BP","GO:1990765","colon smooth muscle contraction","2/74","30/22568",0.00434775926592829,0.0247994223439616,0.0168325381035939,"quizartinib/imatinib",2
"GO:0098760","BP","GO:0098760","response to interleukin-7","3/74","100/22568",0.00435759724308147,0.0247994936675031,0.0168325865142469,"imatinib/ibrutinib/vandetanib",3
"GO:0098761","BP","GO:0098761","cellular response to interleukin-7","3/74","100/22568",0.00435759724308147,0.0247994936675031,0.0168325865142469,"imatinib/ibrutinib/vandetanib",3
"GO:0010737","BP","GO:0010737","protein kinase A signaling","6/74","469/22568",0.00439098150290179,0.0249498153814813,0.0169346169544419,"papaverine/theophylline/orciprenaline/piclamilast/pentoxifylline/zardaverine",6
"GO:0001518","CC","GO:0001518","voltage-gated sodium channel complex","4/74","202/22568",0.00439883829031664,0.0249498153814813,0.0169346169544419,"amiodarone/ethotoin/vernakalant/verapamil",4
"GO:0140029","BP","GO:0140029","exocytic process","4/74","202/22568",0.00439883829031664,0.0249498153814813,0.0169346169544419,"imatinib/ibrutinib/nimodipine/vandetanib",4
"GO:0048844","BP","GO:0048844","artery morphogenesis","5/74","327/22568",0.00441240970771425,0.0249987028109332,0.0169677991595604,"quizartinib/imatinib/atorvastatin/skf-96365/vandetanib",5
"GO:0046637","BP","GO:0046637","regulation of alpha-beta T cell differentiation","5/74","328/22568",0.00446945419760977,0.0252803991658634,0.0171589997674713,"thioridazine/fludarabine/atorvastatin/pentoxifylline/vandetanib",5
"GO:0030325","BP","GO:0030325","adrenal gland development","4/74","203/22568",0.00447628395843561,0.0252803991658634,0.0171589997674713,"quizartinib/imatinib/atorvastatin/vandetanib",4
"GO:0046618","BP","GO:0046618","drug export","3/74","101/22568",0.0044805260882114,0.0252803991658634,0.0171589997674713,"nifedipine/erlotinib/ethotoin",3
"GO:0032410","BP","GO:0032410","negative regulation of transporter activity","6/74","471/22568",0.00448216268887634,0.0252803991658634,0.0171589997674713,"nifedipine/nicardipine/skf-96365/nimodipine/vandetanib/verapamil",6
"GO:0050853","BP","GO:0050853","B cell receptor signaling pathway","6/74","473/22568",0.00457473862991933,0.0257737506739205,0.0174938607147408,"imatinib/ibrutinib/obatoclax/pi-103/fludarabine/vandetanib",6
"GO:0042887","MF","GO:0042887","amide transmembrane transporter activity","3/74","102/22568",0.00460554201773342,0.0258452522179678,0.0175423921864804,"imatinib/obatoclax/fludarabine",3
"GO:0090193","BP","GO:0090193","positive regulation of glomerulus development","3/74","102/22568",0.00460554201773342,0.0258452522179678,0.0175423921864804,"quizartinib/imatinib/vandetanib",3
"GO:0002863","BP","GO:0002863","positive regulation of inflammatory response to antigenic stimulus","4/74","205/22568",0.00463392723774771,0.0258452522179678,0.0175423921864804,"ibrutinib/orlistat/pentoxifylline/vandetanib",4
"GO:2000811","BP","GO:2000811","negative regulation of anoikis","4/74","205/22568",0.00463392723774771,0.0258452522179678,0.0175423921864804,"imatinib/obatoclax/pi-103/fludarabine",4
"GO:0005896","CC","GO:0005896","interleukin-6 receptor complex","2/74","31/22568",0.00463778397774687,0.0258452522179678,0.0175423921864804,"atorvastatin/pentoxifylline",2
"GO:0036446","BP","GO:0036446","myofibroblast differentiation","2/74","31/22568",0.00463778397774687,0.0258452522179678,0.0175423921864804,"theophylline/rucaparib",2
"GO:0086024","BP","GO:0086024","adenylate cyclase-activating adrenergic receptor signaling pathway involved in positive regulation of heart rate","2/74","31/22568",0.00463778397774687,0.0258452522179678,0.0175423921864804,"piclamilast/zardaverine",2
"GO:0140200","BP","GO:0140200","adenylate cyclase-activating adrenergic receptor signaling pathway involved in regulation of heart rate","2/74","31/22568",0.00463778397774687,0.0258452522179678,0.0175423921864804,"piclamilast/zardaverine",2
"GO:1904760","BP","GO:1904760","regulation of myofibroblast differentiation","2/74","31/22568",0.00463778397774687,0.0258452522179678,0.0175423921864804,"theophylline/rucaparib",2
"GO:0007606","BP","GO:0007606","sensory perception of chemical stimulus","5/74","331/22568",0.00464374876420302,0.0258452522179678,0.0175423921864804,"icosapent/theophylline/piclamilast/pentoxifylline/zardaverine",5
"GO:0070491","MF","GO:0070491","repressing transcription factor binding","5/74","331/22568",0.00464374876420302,0.0258452522179678,0.0175423921864804,"panobinostat/icosapent/amiodarone/entinostat/theophylline",5
"GO:0060968","BP","GO:0060968","regulation of gene silencing","6/74","475/22568",0.00466872208052636,0.0259556267208117,0.0176173085695726,"icosapent/amiodarone/erlotinib/lapatinib/decitabine/vandetanib",6
"GO:0032006","BP","GO:0032006","regulation of TOR signaling","5/74","332/22568",0.00470290946145697,0.0261169273503133,0.0177267909177725,"panobinostat/entinostat/thioridazine/pi-103/vandetanib",5
"GO:0010523","BP","GO:0010523","negative regulation of calcium ion transport into cytosol","4/74","206/22568",0.00471413479948169,0.0261504972173446,0.0177495763705181,"nifedipine/nicardipine/obatoclax/skf-96365",4
"GO:0060312","BP","GO:0060312","regulation of blood vessel remodeling","3/74","103/22568",0.00473265527227266,0.0261956620772285,0.0177802318920216,"quizartinib/imatinib/vandetanib",3
"GO:1902722","BP","GO:1902722","positive regulation of prolactin secretion","3/74","103/22568",0.00473265527227266,0.0261956620772285,0.0177802318920216,"erlotinib/lapatinib/vandetanib",3
"GO:0060314","BP","GO:0060314","regulation of ryanodine-sensitive calcium-release channel activity","5/74","334/22568",0.00482284045050169,0.0266656063462569,0.0180992052416937,"nifedipine/nicardipine/skf-96365/piclamilast/zardaverine",5
"GO:0060491","BP","GO:0060491","regulation of cell projection assembly","6/74","479/22568",0.0048609625686773,0.0267350214422749,0.0181463205427068,"panobinostat/quizartinib/imatinib/pi-103/pentoxifylline/vandetanib",6
"GO:0016581","CC","GO:0016581","NuRD complex","3/74","104/22568",0.00486187592789388,0.0267350214422749,0.0181463205427068,"panobinostat/entinostat/theophylline",3
"GO:0031701","MF","GO:0031701","angiotensin receptor binding","3/74","104/22568",0.00486187592789388,0.0267350214422749,0.0181463205427068,"sitaxentan/lisinopril/macitentan",3
"GO:0031702","MF","GO:0031702","type 1 angiotensin receptor binding","3/74","104/22568",0.00486187592789388,0.0267350214422749,0.0181463205427068,"sitaxentan/lisinopril/macitentan",3
"GO:0090545","CC","GO:0090545","CHD-type complex","3/74","104/22568",0.00486187592789388,0.0267350214422749,0.0181463205427068,"panobinostat/entinostat/theophylline",3
"GO:0008631","BP","GO:0008631","intrinsic apoptotic signaling pathway in response to oxidative stress","5/74","335/22568",0.00488361601084347,0.0268253467059171,0.0182076285611311,"imatinib/obatoclax/fludarabine/theophylline/rucaparib",5
"GO:0048087","BP","GO:0048087","positive regulation of developmental pigmentation","2/74","32/22568",0.00493651873937017,0.0270277078051417,0.018344980587567,"obatoclax/fludarabine",2
"GO:0055095","BP","GO:0055095","lipoprotein particle mediated signaling","2/74","32/22568",0.00493651873937017,0.0270277078051417,0.018344980587567,"orlistat/atorvastatin",2
"GO:0055096","BP","GO:0055096","low-density lipoprotein particle mediated signaling","2/74","32/22568",0.00493651873937017,0.0270277078051417,0.018344980587567,"orlistat/atorvastatin",2
"GO:0035098","CC","GO:0035098","ESC/E(Z) complex","3/74","105/22568",0.00499321389727143,0.0273084981077207,0.0185355662149952,"panobinostat/entinostat/theophylline",3
"GO:0010544","BP","GO:0010544","negative regulation of platelet activation","4/74","210/22568",0.00504431967819005,0.0275488274262114,0.0186986890633743,"quizartinib/imatinib/atorvastatin/vandetanib",4
"GO:0007601","BP","GO:0007601","visual perception","6/74","483/22568",0.00505898633599404,0.0275488274262114,0.0186986890633743,"nifedipine/nicardipine/nilvadipine/vardenafil/nimodipine/verapamil",6
"GO:0009566","BP","GO:0009566","fertilization","6/74","483/22568",0.00505898633599404,0.0275488274262114,0.0186986890633743,"nifedipine/amiodarone/obatoclax/fludarabine/atorvastatin/skf-96365",6
"GO:0050953","BP","GO:0050953","sensory perception of light stimulus","6/74","483/22568",0.00505898633599404,0.0275488274262114,0.0186986890633743,"nifedipine/nicardipine/nilvadipine/vardenafil/nimodipine/verapamil",6
"GO:0031491","MF","GO:0031491","nucleosome binding","3/74","106/22568",0.00512667893085274,0.0278412345462949,0.0188971595729815,"panobinostat/entinostat/theophylline",3
"GO:0090192","BP","GO:0090192","regulation of glomerulus development","3/74","106/22568",0.00512667893085274,0.0278412345462949,0.0188971595729815,"quizartinib/imatinib/vandetanib",3
"GO:1903209","BP","GO:1903209","positive regulation of oxidative stress-induced cell death","4/74","211/22568",0.00512922902695212,0.0278412345462949,0.0188971595729815,"panobinostat/imatinib/obatoclax/fludarabine",4
"GO:0002019","BP","GO:0002019","regulation of renal output by angiotensin","2/74","33/22568",0.00524390489417252,0.0282812306685715,0.0191958057023522,"lisinopril/cilazapril",2
"GO:0004568","MF","GO:0004568","chitinase activity","2/74","33/22568",0.00524390489417252,0.0282812306685715,0.0191958057023522,"theophylline/pentoxifylline",2
"GO:0005019","MF","GO:0005019","platelet-derived growth factor beta-receptor activity","2/74","33/22568",0.00524390489417252,0.0282812306685715,0.0191958057023522,"quizartinib/imatinib",2
"GO:0006030","BP","GO:0006030","chitin metabolic process","2/74","33/22568",0.00524390489417252,0.0282812306685715,0.0191958057023522,"theophylline/pentoxifylline",2
"GO:0006032","BP","GO:0006032","chitin catabolic process","2/74","33/22568",0.00524390489417252,0.0282812306685715,0.0191958057023522,"theophylline/pentoxifylline",2
"GO:0060981","BP","GO:0060981","cell migration involved in coronary angiogenesis","2/74","33/22568",0.00524390489417252,0.0282812306685715,0.0191958057023522,"quizartinib/imatinib",2
"GO:0010750","BP","GO:0010750","positive regulation of nitric oxide mediated signal transduction","3/74","107/22568",0.00526228061801561,0.0283500454212837,0.0192425135220365,"erlotinib/lapatinib/vandetanib",3
"GO:0030809","BP","GO:0030809","negative regulation of nucleotide biosynthetic process","4/74","214/22568",0.00538970614285437,0.0289070448607952,0.0196205753236067,"panobinostat/icosapent/theophylline/rucaparib",4
"GO:1900372","BP","GO:1900372","negative regulation of purine nucleotide biosynthetic process","4/74","214/22568",0.00538970614285437,0.0289070448607952,0.0196205753236067,"panobinostat/icosapent/theophylline/rucaparib",4
"GO:2001170","BP","GO:2001170","negative regulation of ATP biosynthetic process","4/74","214/22568",0.00538970614285437,0.0289070448607952,0.0196205753236067,"panobinostat/icosapent/theophylline/rucaparib",4
"GO:0016580","CC","GO:0016580","Sin3 complex","3/74","108/22568",0.00540002838821907,0.0289070448607952,0.0196205753236067,"panobinostat/entinostat/theophylline",3
"GO:0044030","BP","GO:0044030","regulation of DNA methylation","3/74","108/22568",0.00540002838821907,0.0289070448607952,0.0196205753236067,"pi-103/theophylline/rucaparib",3
"GO:0070822","CC","GO:0070822","Sin3-type complex","3/74","108/22568",0.00540002838821907,0.0289070448607952,0.0196205753236067,"panobinostat/entinostat/theophylline",3
"GO:0051496","BP","GO:0051496","positive regulation of stress fiber assembly","5/74","344/22568",0.00545537059027428,0.029172363071721,0.0198006593123805,"imatinib/az-628/pi-103/atorvastatin/vandetanib",5
"GO:0004709","MF","GO:0004709","MAP kinase kinase kinase activity","4/74","215/22568",0.00547846420480344,0.0292648542919024,0.0198634374677084,"az-628/erlotinib/lapatinib/vandetanib",4
"GO:0008061","MF","GO:0008061","chitin binding","2/74","34/22568",0.00555988406746646,0.0295254783455405,0.0200403353104376,"theophylline/pentoxifylline",2
"GO:0034752","CC","GO:0034752","cytosolic aryl hydrocarbon receptor complex","2/74","34/22568",0.00555988406746646,0.0295254783455405,0.0200403353104376,"atorvastatin/nimodipine",2
"GO:0044797","CC","GO:0044797","cytoplasmic transcription factor complex","2/74","34/22568",0.00555988406746646,0.0295254783455405,0.0200403353104376,"atorvastatin/nimodipine",2
"GO:0060437","BP","GO:0060437","lung growth","2/74","34/22568",0.00555988406746646,0.0295254783455405,0.0200403353104376,"quizartinib/imatinib",2
"GO:0072262","BP","GO:0072262","metanephric glomerular mesangial cell proliferation involved in metanephros development","2/74","34/22568",0.00555988406746646,0.0295254783455405,0.0200403353104376,"quizartinib/imatinib",2
"GO:0006342","BP","GO:0006342","chromatin silencing","4/74","216/22568",0.00556819639163125,0.0295254783455405,0.0200403353104376,"panobinostat/entinostat/theophylline/decitabine",4
"GO:0010870","BP","GO:0010870","positive regulation of receptor biosynthetic process","4/74","216/22568",0.00556819639163125,0.0295254783455405,0.0200403353104376,"panobinostat/nifedipine/entinostat/theophylline",4
"GO:0007158","BP","GO:0007158","neuron cell-cell adhesion","3/74","110/22568",0.00568199910285185,0.0300386635857448,0.0203886583475685,"quizartinib/imatinib/vandetanib",3
"GO:0010359","BP","GO:0010359","regulation of anion channel activity","3/74","110/22568",0.00568199910285185,0.0300386635857448,0.0203886583475685,"zosuquidar/nimodipine/verapamil",3
"GO:0110020","BP","GO:0110020","regulation of actomyosin structure organization","6/74","495/22568",0.00568878018779161,0.0300386635857448,0.0203886583475685,"nifedipine/imatinib/az-628/pi-103/atorvastatin/vandetanib",6
"GO:1903670","BP","GO:1903670","regulation of sprouting angiogenesis","6/74","495/22568",0.00568878018779161,0.0300386635857448,0.0203886583475685,"panobinostat/imatinib/entinostat/atorvastatin/pentoxifylline/vandetanib",6
"GO:0006775","BP","GO:0006775","fat-soluble vitamin metabolic process","5/74","348/22568",0.00572411499712407,0.0301936598803368,0.0204938616461957,"icosapent/theophylline/skf-96365/pentoxifylline/verapamil",5
"GO:0014912","BP","GO:0014912","negative regulation of smooth muscle cell migration","3/74","111/22568",0.00582624011687614,0.0307002715135603,0.0208377228660937,"icosapent/lonafarnib/atorvastatin",3
"GO:0045814","BP","GO:0045814","negative regulation of gene expression, epigenetic","4/74","219/22568",0.00584328494734412,0.0307579795768437,0.0208768920515944,"panobinostat/entinostat/theophylline/decitabine",4
"GO:0001727","MF","GO:0001727","lipid kinase activity","2/74","35/22568",0.00588439816532528,0.0307818051176808,0.0208930635703668,"ski-ii/pi-103",2
"GO:0008240","MF","GO:0008240","tripeptidyl-peptidase activity","2/74","35/22568",0.00588439816532528,0.0307818051176808,0.0208930635703668,"lisinopril/cilazapril",2
"GO:0045079","BP","GO:0045079","negative regulation of chemokine biosynthetic process","2/74","35/22568",0.00588439816532528,0.0307818051176808,0.0208930635703668,"atorvastatin/pentoxifylline",2
"GO:0072683","BP","GO:0072683","T cell extravasation","2/74","35/22568",0.00588439816532528,0.0307818051176808,0.0208930635703668,"atorvastatin/pentoxifylline",2
"GO:1903430","BP","GO:1903430","negative regulation of cell maturation","2/74","35/22568",0.00588439816532528,0.0307818051176808,0.0208930635703668,"sitaxentan/macitentan",2
"GO:2000659","BP","GO:2000659","regulation of interleukin-1-mediated signaling pathway","2/74","35/22568",0.00588439816532528,0.0307818051176808,0.0208930635703668,"atorvastatin/pentoxifylline",2
"GO:0097421","BP","GO:0097421","liver regeneration","5/74","351/22568",0.00593172764516527,0.0309972682741142,0.0210393085812498,"erlotinib/floxuridine/pentoxifylline/lapatinib/vandetanib",5
"GO:0033619","BP","GO:0033619","membrane protein proteolysis","6/74","500/22568",0.00596748460405794,0.0311196924393435,0.0211224036387653,"quizartinib/imatinib/atorvastatin/theophylline/pentoxifylline/vandetanib",6
"GO:0098839","CC","GO:0098839","postsynaptic density membrane","6/74","500/22568",0.00596748460405794,0.0311196924393435,0.0211224036387653,"co-101244/aniracetam/nicardipine/amiodarone/phccc/lapatinib",6
"GO:0048747","BP","GO:0048747","muscle fiber development","5/74","352/22568",0.00600209885225504,0.0312678999031821,0.0212229990376298,"panobinostat/amiodarone/entinostat/obatoclax/vandetanib",5
"GO:2001238","BP","GO:2001238","positive regulation of extrinsic apoptotic signaling pathway","4/74","221/22568",0.00603163417553551,0.0313893704310343,0.0213054468164602,"quizartinib/imatinib/lisinopril/vandetanib",4
"GO:0010193","BP","GO:0010193","response to ozone","3/74","113/22568",0.00612127746530134,0.0317903381119765,0.0215776025011434,"nifedipine/theophylline/verapamil",3
"GO:0071437","CC","GO:0071437","invadopodium","3/74","113/22568",0.00612127746530134,0.0317903381119765,0.0215776025011434,"saxagliptin/atorvastatin/linagliptin",3
"GO:0005272","MF","GO:0005272","sodium channel activity","5/74","355/22568",0.00621674947928664,0.0320913921850444,0.0217819421057468,"amiodarone/ethotoin/skf-96365/vernakalant/verapamil",5
"GO:0048566","BP","GO:0048566","embryonic digestive tract development","5/74","355/22568",0.00621674947928664,0.0320913921850444,0.0217819421057468,"quizartinib/imatinib/fludarabine/pentoxifylline/vandetanib",5
"GO:0035441","BP","GO:0035441","cell migration involved in vasculogenesis","2/74","36/22568",0.00621738937340994,0.0320913921850444,0.0217819421057468,"quizartinib/imatinib",2
"GO:0038145","BP","GO:0038145","macrophage colony-stimulating factor signaling pathway","2/74","36/22568",0.00621738937340994,0.0320913921850444,0.0217819421057468,"quizartinib/imatinib",2
"GO:0097050","BP","GO:0097050","type B pancreatic cell apoptotic process","2/74","36/22568",0.00621738937340994,0.0320913921850444,0.0217819421057468,"atorvastatin/pentoxifylline",2
"GO:1904044","BP","GO:1904044","response to aldosterone","2/74","36/22568",0.00621738937340994,0.0320913921850444,0.0217819421057468,"theophylline/rucaparib",2
"GO:0004104","MF","GO:0004104","cholinesterase activity","3/74","114/22568",0.00627209094037923,0.0323406691185233,0.021951138122611,"rivastigmine/tacrine/pentoxifylline",3
